month,year,month_num,weighted_O,weighted_R,weighted_alpha,weighted_ORA_sum,hostile_event_count,hostile_signal_raw,hostile_admission_count,hostile_allegation_count,hostile_procedural_count,hostile_signal_decay_3m,hostile_signal_decay_6m,hostile_signal_decay_12m,month_str
2024-06-01,2024,6,2.5348300303557574,3.0,2.1867801806280553,7.721610210983813,0.0,0.0,0.0,0.0,0.0,1.9896687891117337,4.070086871927291,6.699581776803403,2024-06
2024-07-01,2024,7,2.5599168417960367,3.0,2.186552324136217,7.746469165932254,0.0,0.0,0.0,0.0,0.0,1.57920116445213,3.626035176919847,6.323563144835111,2024-07
2024-08-01,2024,8,2.5850036532363156,3.0,2.1863244676443783,7.771328120880694,0.0,0.0,0.0,0.0,0.0,1.2534127948603584,3.23043009104967,5.9686488170305285,2024-08
2024-09-01,2024,9,2.6100904646765946,3.0,2.1860966111525397,7.796187075829135,0.0,0.0,0.0,0.0,0.0,0.994834394555867,2.877986027158131,5.633654299813093,2024-09
2024-10-01,2024,10,2.6351772761168735,3.0,2.185868754660701,7.821046030777575,1.0,1.9500000000000002,0.0,0.0,1.0,2.7396005822260654,4.513994062420986,7.267461580122351,2024-10
2024-11-01,2024,11,2.6602640875571524,3.0,2.185640898168862,7.8459049857260155,0.0,0.0,0.0,0.0,0.0,2.174422423099174,4.021511523903959,6.8595703038785985,2024-11
2024-12-01,2024,12,2.6853508989974317,3.0,2.1854130416770237,7.870763940674456,0.0,0.0,0.0,0.0,0.0,1.7258402209254353,3.582759461632639,6.474572205865168,2024-12
2025-01-01,2025,1,2.7104377104377106,3.0,2.185185185185185,7.895622895622896,1.0,1.2,0.0,0.0,1.0,2.569800291113033,4.39187581177369,7.311182390718982,2025-01
2025-02-01,2025,2,2.7104377104377106,3.0,2.185185185185185,7.895622895622896,0.0,0.0,0.0,0.0,0.0,2.0396518427305073,3.912716530940742,6.90083725393038,2025-02
2025-03-01,2025,3,2.7104377104377106,3.0,2.185185185185185,7.895622895622896,1.0,1.2,0.0,0.0,1.0,2.818872740399642,4.685834141861622,7.713523019981763,2025-03
2025-04-01,2025,4,2.7104377104377106,3.0,2.185185185185185,7.895622895622896,1.0,1.2,0.0,0.0,1.0,3.437340776737437,5.374603630402755,8.480596238839707,2025-04
2025-05-01,2025,5,2.7104377104377106,3.0,2.185185185185185,7.895622895622896,4.0,5.3999999999999995,0.0,0.0,4.0,8.128219182483097,10.188227484838228,13.404616946065783,2025-05
2025-06-01,2025,6,2.7104377104377106,3.0,2.185185185185185,7.895622895622896,1.0,1.2,0.0,0.0,1.0,7.651371840450883,10.276678806364549,13.852273606729222,2025-06
2025-07-01,2025,7,2.7104377104377106,3.0,2.185185185185185,7.895622895622896,0.0,0.0,0.0,0.0,0.0,6.072897854265796,9.155479975330168,13.074805229630307,2025-07
2025-08-01,2025,8,2.7104377104377106,3.0,2.185185185185185,7.895622895622896,0.0,0.0,0.0,0.0,0.0,4.820062221178473,8.156605373981192,12.340972799564318,2025-08
2025-09-01,2025,9,2.7104377104377106,3.0,2.185185185185185,7.895622895622896,2.0,2.4,0.0,0.0,2.0,6.225685920225443,9.666709272056446,14.048327219012245,2025-09
2025-10-01,2025,10,2.7104377104377106,3.0,2.185185185185185,7.895622895622896,1.0,1.2,0.0,0.0,1.0,6.141330189494738,9.812058899110419,14.45985519817271,2025-10
2025-11-01,2025,11,2.7104377104377106,3.0,2.185185185185185,7.895622895622896,7.0,30.900000000000002,3.0,1.0,3.0,35.774377001644005,39.64155069553498,44.54828588665208,2025-11
2025-12-01,2025,12,2.7104377104377106,3.0,2.185185185185185,7.895622895622896,0.0,0.0,0.0,0.0,0.0,28.39414184295833,35.31660669974739,42.04798272241132,2025-12
