"year","locationdesc","locationabbr","sex","shortquestiontext","questioncode","greater_risk_data_value","greater_risk_low_confidence_limit","greater_risk_high_confidence_limit","sample_size"
"2009","Delaware","DE","Male","Sad or hopeless","H25","20.2215","17.7564","22.9333","1232"
"2009","Delaware","DE","Male","Considered suicide","H26","9.8008","7.8559","12.1636","1227"
"2009","Delaware","DE","Total","Sad or hopeless","H25","26.5238","24.729","28.3998","2378"
"2009","Delaware","DE","Total","Considered suicide","H26","13.5378","11.9852","15.2568","2363"
"2009","Florida","FL","Female","Sad or hopeless","H25","33.0454","31.4449","34.6862","2820"
"2009","Florida","FL","Female","Considered suicide","H26","13.8402","12.5761","15.2093","2811"
"2009","Florida","FL","Male","Sad or hopeless","H25","19.6277","18.1994","21.1392","2688"
"2009","Florida","FL","Male","Considered suicide","H26","9.2399","8.131","10.4827","2688"
"2009","Florida","FL","Total","Sad or hopeless","H25","26.2519","25.1838","27.3488","5579"
"2009","Florida","FL","Total","Considered suicide","H26","11.617","10.652","12.6571","5571"
"2009","Georgia","GA","Female","Sad or hopeless","H25","35.9313","32.9941","38.9778","981"
"2009","Georgia","GA","Female","Considered suicide","H26","17.4736","14.9118","20.37","985"
"2009","Georgia","GA","Male","Sad or hopeless","H25","21.5897","18.6018","24.9105","871"
"2009","Georgia","GA","Male","Considered suicide","H26","9.8782","7.9121","12.2677","874"
"2009","Georgia","GA","Total","Sad or hopeless","H25","28.8271","26.9815","30.7458","1856"
"2009","Georgia","GA","Total","Considered suicide","H26","13.6809","12.1556","15.3642","1863"
"2009","Hawaii","HI","Female","Sad or hopeless","H25","39.0153","33.1958","45.1653","782"
"2009","Hawaii","HI","Female","Considered suicide","H26","25.2492","20.1989","31.0706","793"
"2009","Hawaii","HI","Male","Sad or hopeless","H25","22.8625","18.8379","27.456","669"
"2009","Hawaii","HI","Male","Considered suicide","H26","12.914","10.3804","15.9559","688"
"2009","Hawaii","HI","Total","Sad or hopeless","H25","30.5975","25.9492","35.6773","1457"
"2009","Hawaii","HI","Total","Considered suicide","H26","18.8622","15.9153","22.2105","1490"
"2009","Idaho","ID","Female","Sad or hopeless","H25","36.1643","32.6851","39.795","1086"
"2009","Idaho","ID","Female","Considered suicide","H26","17.4308","14.6754","20.5786","1085"
"2009","Idaho","ID","Male","Sad or hopeless","H25","20.918","18.2753","23.8315","1073"
"2009","Idaho","ID","Male","Considered suicide","H26","10.9066","8.9815","13.1845","1071"
"2009","Idaho","ID","Total","Sad or hopeless","H25","28.3237","26.1022","30.6557","2161"
"2009","Idaho","ID","Total","Considered suicide","H26","14.1516","12.3262","16.1975","2158"
"2009","Illinois","IL","Female","Sad or hopeless","H25","32.9362","27.7244","38.6045","1554"
"2009","Illinois","IL","Female","Considered suicide","H26","17.5936","14.4962","21.1888","1563"
"2009","Illinois","IL","Male","Sad or hopeless","H25","22.9203","20.2292","25.8534","1439"
"2009","Illinois","IL","Male","Considered suicide","H26","11.4932","9.9851","13.1957","1450"
"2009","Illinois","IL","Total","Sad or hopeless","H25","27.792","24.4978","31.3452","3006"
"2009","Illinois","IL","Total","Considered suicide","H26","14.5469","12.9281","16.3303","3028"
"2009","Indiana","IN","Female","Sad or hopeless","H25","37.0442","32.9503","41.3332","750"
"2009","Indiana","IN","Female","Considered suicide","H26","22.4282","19.9141","25.16","750"
"2009","Indiana","IN","Male","Sad or hopeless","H25","19.6106","16.398","23.2774","760"
"2009","Indiana","IN","Male","Considered suicide","H26","12.2106","10.3343","14.3731","760"
"2009","Indiana","IN","Total","Sad or hopeless","H25","28.1152","25.2645","31.1536","1513"
"2009","Indiana","IN","Total","Considered suicide","H26","17.1882","15.9599","18.4902","1513"
"2009","Kansas","KS","Female","Sad or hopeless","H25","27.9752","24.7562","31.4378","1013"
"2009","Kansas","KS","Female","Considered suicide","H26","16.4675","13.8944","19.4098","1014"
"2009","Kansas","KS","Male","Sad or hopeless","H25","15.3543","13.6933","17.1767","1005"
"2009","Kansas","KS","Male","Considered suicide","H26","8.9668","6.956","11.4871","1004"
"2009","Kansas","KS","Total","Sad or hopeless","H25","21.5088","19.9429","23.1621","2022"
"2009","Kansas","KS","Total","Considered suicide","H26","12.6088","10.8416","14.617","2022"
"2009","Kentucky","KY","Female","Sad or hopeless","H25","32.0915","28.0838","36.3819","914"
"2009","Kentucky","KY","Female","Considered suicide","H26","16.8932","13.5963","20.7972","914"
"2009","Kentucky","KY","Male","Sad or hopeless","H25","21.6998","18.5649","25.2003","839"
"2009","Kentucky","KY","Male","Considered suicide","H26","12.3725","10.1607","14.9855","842"
"2009","Kentucky","KY","Total","Sad or hopeless","H25","26.7254","23.8088","29.8592","1757"
"2009","Kentucky","KY","Total","Considered suicide","H26","14.5752","12.3189","17.1637","1761"
"2009","Louisiana","LA","Female","Sad or hopeless","H25","35.5209","32.9141","38.2165","602"
"2009","Louisiana","LA","Female","Considered suicide","H26","15.0907","12.2788","18.4113","602"
"2009","Louisiana","LA","Male","Sad or hopeless","H25","26.0504","22.6332","29.785","404"
"2009","Louisiana","LA","Male","Considered suicide","H26","13.117","8.5141","19.6733","408"
"2009","Louisiana","LA","Total","Sad or hopeless","H25","31.2091","28.6708","33.8653","1010"
"2009","Louisiana","LA","Total","Considered suicide","H26","14.3929","11.0783","18.4931","1015"
"2009","Massachusetts","MA","Female","Sad or hopeless","H25","29.0504","25.6041","32.7563","1317"
"2009","Massachusetts","MA","Female","Considered suicide","H26","15.7343","13.2938","18.527","1326"
"2009","Massachusetts","MA","Male","Sad or hopeless","H25","19.1693","17.4909","20.9679","1344"
"2009","Massachusetts","MA","Male","Considered suicide","H26","11.1275","9.4703","13.033","1357"
"2009","Massachusetts","MA","Total","Sad or hopeless","H25","24.0272","21.8769","26.3177","2666"
"2009","Massachusetts","MA","Total","Considered suicide","H26","13.495","11.931","15.2286","2689"
"2009","Maryland","MD","Female","Sad or hopeless","H25","30.1177","27.0661","33.3561","850"
"2009","Maryland","MD","Female","Considered suicide","H26","17.4438","13.7033","21.9456","849"
"2009","Maryland","MD","Male","Sad or hopeless","H25","20.1647","16.5173","24.3823","784"
"2009","Maryland","MD","Male","Considered suicide","H26","11.3088","9.2496","13.7569","781"
"2009","Maryland","MD","Total","Sad or hopeless","H25","25.1346","22.363","28.1252","1639"
"2009","Maryland","MD","Total","Considered suicide","H26","14.5077","12.1299","17.26","1635"
"2009","Maine","ME","Female","Sad or hopeless","H25","26.8576","25.4408","28.3232","4403"
"2009","Maine","ME","Female","Considered suicide","H26","13.9493","12.8406","15.1371","4479"
"2009","Maine","ME","Male","Sad or hopeless","H25","18.5304","17.364","19.7564","4354"
"2009","Maine","ME","Male","Considered suicide","H26","10.5001","9.545","11.5387","4422"
"2009","Maine","ME","Total","Sad or hopeless","H25","22.6525","21.7335","23.5987","8886"
"2009","Maine","ME","Total","Considered suicide","H26","12.205","11.4623","12.9887","9025"
"2009","Michigan","MI","Female","Sad or hopeless","H25","34.6679","31.3607","38.1301","1626"
"2009","Michigan","MI","Female","Considered suicide","H26","19.2464","17.0983","21.594","1619"
"2009","Michigan","MI","Male","Sad or hopeless","H25","20.2501","17.9662","22.7437","1745"
"2009","Michigan","MI","Male","Considered suicide","H26","12.7989","11.2418","14.5364","1741"
"2009","Michigan","MI","Total","Sad or hopeless","H25","27.3774","24.9841","29.9086","3379"
"2009","Michigan","MI","Total","Considered suicide","H26","15.9969","14.3288","17.8187","3368"
"2009","Missouri","MO","Female","Sad or hopeless","H25","33.2199","27.9165","38.9859","836"
"2009","Missouri","MO","Female","Considered suicide","H26","20.5524","17.0701","24.535","836"
"2009","Missouri","MO","Male","Sad or hopeless","H25","21.2649","18.188","24.705","780"
"2009","Missouri","MO","Male","Considered suicide","H26","10.568","8.3201","13.3348","779"
"2009","Missouri","MO","Total","Sad or hopeless","H25","27.0683","23.9313","30.452","1621"
"2009","Missouri","MO","Total","Considered suicide","H26","15.4099","13.4242","17.6295","1620"
"2009","Mississippi","MS","Female","Sad or hopeless","H25","36.3327","32.9481","39.8583","925"
"2009","Mississippi","MS","Female","Considered suicide","H26","18.9659","16.7311","21.4224","924"
"2009","Mississippi","MS","Male","Sad or hopeless","H25","21.7635","18.9671","24.8459","861"
"2009","Mississippi","MS","Male","Considered suicide","H26","11.8563","9.9223","14.1083","863"
"2009","Mississippi","MS","Total","Sad or hopeless","H25","29.0394","26.3437","31.8915","1792"
"2009","Mississippi","MS","Total","Considered suicide","H26","15.398","14.0588","16.8399","1793"
"2009","Montana","MT","Female","Sad or hopeless","H25","33.1714","29.2467","37.3448","903"
"2009","Montana","MT","Female","Considered suicide","H26","20.2811","17.5092","23.3676","903"
"2009","Montana","MT","Male","Sad or hopeless","H25","21.6971","18.8087","24.8932","930"
"2009","Montana","MT","Male","Considered suicide","H26","14.6435","11.6369","18.2663","931"
"2009","Montana","MT","Total","Sad or hopeless","H25","27.297","24.3817","30.4207","1843"
"2009","Montana","MT","Total","Considered suicide","H26","17.4408","14.8734","20.3455","1844"
"2009","North Carolina","NC","Female","Sad or hopeless","H25","32.7814","30.5661","35.0762","2896"
"2009","North Carolina","NC","Female","Considered suicide","H26","16.1079","14.1947","18.2243","2888"
"2009","North Carolina","NC","Male","Sad or hopeless","H25","21.5987","19.838","23.47","2721"
"2009","North Carolina","NC","Male","Considered suicide","H26","10.282","8.7404","12.0597","2734"
"2009","North Carolina","NC","Total","Sad or hopeless","H25","27.3953","25.8767","28.9682","5635"
"2009","North Carolina","NC","Total","Considered suicide","H26","13.2489","12.0331","14.5671","5639"
"2009","North Dakota","ND","Female","Sad or hopeless","H25","30.5955","26.8898","34.5705","917"
"2009","North Dakota","ND","Female","Considered suicide","H26","15.9534","13.4888","18.7705","916"
"2009","North Dakota","ND","Male","Sad or hopeless","H25","15.6296","13.3815","18.176","909"
"2009","North Dakota","ND","Male","Considered suicide","H26","8.8186","7.005","11.0459","907"
"2009","North Dakota","ND","Total","Sad or hopeless","H25","22.8899","20.5465","25.4151","1834"
"2009","North Dakota","ND","Total","Considered suicide","H26","12.3717","10.8283","14.1004","1831"
"2009","New Hampshire","NH","Female","Sad or hopeless","H25","32.1368","28.3437","36.1813","681"
"2009","New Hampshire","NH","Female","Considered suicide","H26","13.7905","10.6538","17.6681","678"
"2009","New Hampshire","NH","Male","Sad or hopeless","H25","18.4032","15.373","21.8763","801"
"2009","New Hampshire","NH","Male","Considered suicide","H26","10.2414","7.8304","13.2877","795"
"2009","New Hampshire","NH","Total","Sad or hopeless","H25","25.0921","22.7808","27.5542","1491"
"2009","New Hampshire","NH","Total","Considered suicide","H26","12.0508","10.0258","14.4192","1482"
"2009","New Mexico","NM","Female","Sad or hopeless","H25","37.3057","35.1434","39.5199","2517"
"2009","New Mexico","NM","Female","Considered suicide","H26","20.0152","17.674","22.5815","2512"
"2009","New Mexico","NM","Male","Sad or hopeless","H25","22.3469","19.8825","25.0213","2500"
"2009","New Mexico","NM","Male","Considered suicide","H26","11.8635","9.6953","14.4391","2501"
"2009","New Mexico","NM","Total","Sad or hopeless","H25","29.7261","28.0159","31.4949","5033"
"2009","New Mexico","NM","Total","Considered suicide","H26","15.9042","14.0452","17.9577","5029"
"2009","Nevada","NV","Female","Sad or hopeless","H25","37.9045","34.5886","41.3373","1113"
"2009","Nevada","NV","Female","Considered suicide","H26","23.3865","20.5332","26.504","1112"
"2009","Nevada","NV","Male","Sad or hopeless","H25","22.96","19.941","26.2859","963"
"2009","Nevada","NV","Male","Considered suicide","H26","12.843","10.7134","15.3232","958"
"2009","Nevada","NV","Total","Sad or hopeless","H25","30.2958","27.7723","32.944","2080"
"2009","Nevada","NV","Total","Considered suicide","H26","18.0396","16.0357","20.2336","2074"
"2009","New York","NY","Female","Sad or hopeless","H25","28.3108","25.7744","30.9926","7841"
"2009","New York","NY","Female","Considered suicide","H26","15.0556","13.3525","16.9334","7807"
"2009","New York","NY","Male","Sad or hopeless","H25","16.5347","14.4008","18.9149","6801"
"2009","New York","NY","Male","Considered suicide","H26","11.0173","9.3629","12.9224","6776"
"2009","New York","NY","Total","Sad or hopeless","H25","22.5716","20.664","24.6007","14656"
"2009","New York","NY","Total","Considered suicide","H26","13.2751","11.8025","14.9004","14596"
"2009","Oklahoma","OK","Female","Sad or hopeless","H25","36.7896","31.1608","42.8029","705"
"2009","Oklahoma","OK","Female","Considered suicide","H26","20.8125","16.33","26.141","705"
"2009","Oklahoma","OK","Male","Sad or hopeless","H25","20.0609","16.3079","24.4256","701"
"2009","Oklahoma","OK","Male","Considered suicide","H26","9.3009","6.698","12.7767","701"
"2009","Oklahoma","OK","Total","Sad or hopeless","H25","28.1802","24.651","32","1410"
"2009","Oklahoma","OK","Total","Considered suicide","H26","14.8821","12.2084","18.0213","1411"
"2009","Pennsylvania","PA","Female","Sad or hopeless","H25","31.5465","28.1717","35.1278","1045"
"2009","Pennsylvania","PA","Female","Considered suicide","H26","18.8876","16.2027","21.9012","1044"
"2009","Pennsylvania","PA","Male","Sad or hopeless","H25","15.7856","12.8604","19.2293","1018"
"2009","Pennsylvania","PA","Male","Considered suicide","H26","8.271","6.4982","10.4734","1022"
"2009","Pennsylvania","PA","Total","Sad or hopeless","H25","23.5027","20.7877","26.4539","2073"
"2009","Pennsylvania","PA","Total","Considered suicide","H26","13.4656","11.9746","15.1104","2076"
"2009","Rhode Island","RI","Female","Sad or hopeless","H25","29.5172","25.9166","33.3925","1690"
"2009","Rhode Island","RI","Female","Considered suicide","H26","14.6109","12.4994","17.0097","1688"
"2009","Rhode Island","RI","Male","Sad or hopeless","H25","20.345","17.3222","23.7438","1497"
"2009","Rhode Island","RI","Male","Considered suicide","H26","8.9705","7.5576","10.6172","1496"
"2009","Rhode Island","RI","Total","Sad or hopeless","H25","24.9667","22.0081","28.1792","3193"
"2009","Rhode Island","RI","Total","Considered suicide","H26","11.8279","10.2864","13.5655","3190"
"2009","South Carolina","SC","Female","Sad or hopeless","H25","31.2546","27.7228","35.0184","562"
"2009","South Carolina","SC","Female","Considered suicide","H26","15.1032","11.9462","18.9152","562"
"2009","South Carolina","SC","Male","Sad or hopeless","H25","18.7917","15.1643","23.0511","536"
"2009","South Carolina","SC","Male","Considered suicide","H26","10.2861","7.7148","13.5881","535"
"2009","South Carolina","SC","Total","Sad or hopeless","H25","25.1213","22.9362","27.4405","1099"
"2009","South Carolina","SC","Total","Considered suicide","H26","12.6958","10.2787","15.5827","1098"
"2009","South Dakota","SD","Female","Considered suicide","H26","19.123","17.1554","21.2583","1075"
"2009","South Dakota","SD","Male","Considered suicide","H26","14.9919","12.4334","17.9689","1076"
"2009","South Dakota","SD","Total","Considered suicide","H26","16.9515","15.0781","19.0056","2158"
"2009","Tennessee","TN","Female","Sad or hopeless","H25","33.8622","31.0047","36.8425","1115"
"2009","Tennessee","TN","Female","Considered suicide","H26","17.493","14.6068","20.8105","1116"
"2009","Tennessee","TN","Male","Sad or hopeless","H25","21.64","18.3992","25.2749","1084"
"2009","Tennessee","TN","Male","Considered suicide","H26","9.8598","7.7987","12.3923","1085"
"2009","Tennessee","TN","Total","Sad or hopeless","H25","27.6449","25.2213","30.2074","2209"
"2009","Tennessee","TN","Total","Considered suicide","H26","13.6208","11.5499","15.9959","2211"
"2009","Texas","TX","Female","Sad or hopeless","H25","34.9221","32.1783","37.7696","1635"
"2009","Texas","TX","Female","Considered suicide","H26","17.7791","14.8362","21.1607","1638"
"2009","Texas","TX","Male","Sad or hopeless","H25","20.7915","18.5206","23.2613","1858"
"2009","Texas","TX","Male","Considered suicide","H26","9.8334","8.2614","11.6665","1854"
"2009","Texas","TX","Total","Sad or hopeless","H25","27.6984","26.0131","29.4493","3497"
"2009","Texas","TX","Total","Considered suicide","H26","13.7367","12.2136","15.4163","3495"
"2009","Utah","UT","Female","Sad or hopeless","H25","32.8064","28.5608","37.353","826"
"2009","Utah","UT","Female","Considered suicide","H26","16.2975","12.7883","20.5429","835"
"2009","Utah","UT","Male","Sad or hopeless","H25","19.3783","15.6494","23.7455","736"
"2009","Utah","UT","Male","Considered suicide","H26","14.1851","11.1935","17.8159","743"
"2009","Utah","UT","Total","Sad or hopeless","H25","25.983","23.0984","29.0916","1569"
"2009","Utah","UT","Total","Considered suicide","H26","15.3474","12.9003","18.1619","1584"
"2009","Vermont","VT","Female","Sad or hopeless","H25","27.2738","24.6583","30.0562","4702"
"2009","Vermont","VT","Male","Sad or hopeless","H25","14.9593","14.2129","15.7376","4596"
"2009","Vermont","VT","Total","Sad or hopeless","H25","21.1128","19.8482","22.4354","9484"
"2009","Wisconsin","WI","Female","Sad or hopeless","H25","25.8611","22.8962","29.0652","1228"
"2009","Wisconsin","WI","Female","Considered suicide","H26","16.4378","14.2122","18.9351","1242"
"2009","Wisconsin","WI","Male","Sad or hopeless","H25","16.1003","13.7237","18.7988","1157"
"2009","Wisconsin","WI","Male","Considered suicide","H26","9.9508","8.0555","12.2328","1177"
"2009","Wisconsin","WI","Total","Sad or hopeless","H25","20.8391","18.7677","23.0741","2389"
"2009","Wisconsin","WI","Total","Considered suicide","H26","13.1681","11.5971","14.916","2423"
"2009","West Virginia","WV","Female","Sad or hopeless","H25","36.7446","32.8771","40.7905","828"
"2009","West Virginia","WV","Female","Considered suicide","H26","20.9614","17.9302","24.353","839"
"2009","West Virginia","WV","Male","Sad or hopeless","H25","22.8788","19.8295","26.2436","793"
"2009","West Virginia","WV","Male","Considered suicide","H26","15.0076","11.8004","18.8997","806"
"2009","West Virginia","WV","Total","Sad or hopeless","H25","29.7225","27.1201","32.4634","1627"
"2009","West Virginia","WV","Total","Considered suicide","H26","17.9621","15.4492","20.7832","1651"
"2009","Wyoming","WY","Female","Sad or hopeless","H25","35.2782","32.5737","38.0805","1488"
"2009","Wyoming","WY","Female","Considered suicide","H26","21.2458","18.8652","23.8385","1489"
"2009","Wyoming","WY","Male","Sad or hopeless","H25","19.1581","16.9986","21.5208","1390"
"2009","Wyoming","WY","Male","Considered suicide","H26","13.6197","11.7254","15.7653","1390"
"2009","Wyoming","WY","Total","Sad or hopeless","H25","26.9194","24.9617","28.9714","2892"
"2009","Wyoming","WY","Total","Considered suicide","H26","17.2977","15.6732","19.0524","2894"
"2011","Alaska","AK","Female","Sad or hopeless","H25","32.8416","28.4461","37.5597","662"
"2011","Alaska","AK","Female","Considered suicide","H26","16.8469","13.298","21.1123","672"
"2011","Alaska","AK","Male","Sad or hopeless","H25","19.4276","16.5685","22.6461","631"
"2011","Alaska","AK","Male","Considered suicide","H26","12.2171","9.588","15.4439","647"
"2011","Alaska","AK","Total","Sad or hopeless","H25","25.9402","23.1791","28.9065","1297"
"2011","Alaska","AK","Total","Considered suicide","H26","14.5354","12.1155","17.3432","1324"
"2011","Alabama","AL","Female","Sad or hopeless","H25","32.5976","28.2092","37.3138","700"
"2011","Alabama","AL","Female","Considered suicide","H26","18.898","15.3947","22.9821","701"
"2011","Alabama","AL","Male","Sad or hopeless","H25","19.1703","14.935","24.264","651"
"2011","Alabama","AL","Male","Considered suicide","H26","12.2759","10.1652","14.753","650"
"2011","Alabama","AL","Total","Sad or hopeless","H25","25.7523","21.9861","29.9163","1353"
"2011","Alabama","AL","Total","Considered suicide","H26","15.6875","13.2447","18.4848","1353"
"2011","Arkansas","AR","Female","Sad or hopeless","H25","36.1595","32.8091","39.6501","679"
"2011","Arkansas","AR","Female","Considered suicide","H26","17.6115","13.3344","22.8981","693"
"2011","Arkansas","AR","Male","Sad or hopeless","H25","20.9385","17.6406","24.6683","656"
"2011","Arkansas","AR","Male","Considered suicide","H26","11.2251","8.7343","14.3148","666"
"2011","Arkansas","AR","Total","Sad or hopeless","H25","28.3722","25.5951","31.3237","1340"
"2011","Arkansas","AR","Total","Considered suicide","H26","14.3371","11.8819","17.2005","1363"
"2011","Arizona","AZB","Female","Sad or hopeless","H25","38.9367","35.3475","42.65","1441"
"2011","Arizona","AZB","Female","Considered suicide","H26","22.036","19.4394","24.8724","1444"
"2011","Arizona","AZB","Male","Sad or hopeless","H25","28.5255","25.8798","31.3273","1418"
"2011","Arizona","AZB","Male","Considered suicide","H26","15.5101","12.8599","18.5899","1411"
"2011","Arizona","AZB","Total","Sad or hopeless","H25","33.6067","31.1173","36.1907","2866"
"2011","Arizona","AZB","Total","Considered suicide","H26","18.6821","16.5746","20.9902","2862"
"2011","Colorado","CO","Female","Sad or hopeless","H25","27.0809","21.7923","33.1096","672"
"2011","Colorado","CO","Female","Considered suicide","H26","17.5401","13.5014","22.473","633"
"2011","Colorado","CO","Male","Sad or hopeless","H25","16.9366","14.2626","19.9949","734"
"2011","Colorado","CO","Male","Considered suicide","H26","12.0584","9.6309","14.9962","678"
"2011","Colorado","CO","Total","Sad or hopeless","H25","21.8921","18.6302","25.5457","1449"
"2011","Colorado","CO","Total","Considered suicide","H26","14.7556","12.1794","17.7666","1353"
"2011","Connecticut","CT","Female","Sad or hopeless","H25","31.005","26.8386","35.5043","1025"
"2011","Connecticut","CT","Female","Considered suicide","H26","17.3207","14.651","20.3609","1023"
"2011","Connecticut","CT","Male","Sad or hopeless","H25","18.0316","15.2118","21.2433","990"
"2011","Connecticut","CT","Male","Considered suicide","H26","11.9407","9.4041","15.0479","996"
"2011","Connecticut","CT","Total","Sad or hopeless","H25","24.3844","21.7337","27.2459","2022"
"2011","Connecticut","CT","Total","Considered suicide","H26","14.581","12.8063","16.5549","2025"
"2011","Delaware","DE","Female","Sad or hopeless","H25","34.0312","30.2092","38.073","1103"
"2011","Delaware","DE","Female","Considered suicide","H26","16.6696","14.1445","19.5429","1106"
"2011","Delaware","DE","Male","Sad or hopeless","H25","19.2084","16.3834","22.3902","1149"
"2011","Delaware","DE","Male","Considered suicide","H26","10.3021","8.129","12.974","1147"
"2011","Delaware","DE","Total","Sad or hopeless","H25","26.7651","24.475","29.1867","2274"
"2011","Delaware","DE","Total","Considered suicide","H26","13.4768","11.8161","15.3304","2275"
"2011","Florida","FL","Female","Sad or hopeless","H25","32.8986","30.6266","35.2534","3216"
"2011","Florida","FL","Female","Considered suicide","H26","14.9647","13.2498","16.8584","3215"
"2011","Florida","FL","Male","Sad or hopeless","H25","18.6823","16.9752","20.5186","2914"
"2011","Florida","FL","Male","Considered suicide","H26","9.214","8.1624","10.3856","2912"
"2011","Florida","FL","Total","Sad or hopeless","H25","25.7139","24.1781","27.3121","6168"
"2011","Florida","FL","Total","Considered suicide","H26","12.0798","11.0074","13.2412","6165"
"2011","Georgia","GA","Female","Sad or hopeless","H25","38.5341","34.7744","42.4358","941"
"2011","Georgia","GA","Female","Considered suicide","H26","19.0776","16.0779","22.4869","939"
"2011","Georgia","GA","Male","Sad or hopeless","H25","22.5803","18.5325","27.2167","993"
"2011","Georgia","GA","Male","Considered suicide","H26","11.6901","9.0311","15.0029","995"
"2011","Georgia","GA","Total","Sad or hopeless","H25","30.632","27.5329","33.9167","1937"
"2011","Georgia","GA","Total","Considered suicide","H26","15.4702","13.38","17.8198","1937"
"2011","Hawaii","HI","Female","Sad or hopeless","H25","35.189","31.7568","38.7813","2283"
"2011","Hawaii","HI","Female","Considered suicide","H26","20.2171","18.1847","22.4143","2323"
"2011","Hawaii","HI","Male","Sad or hopeless","H25","23.4664","21.1354","25.9698","1912"
"2011","Hawaii","HI","Male","Considered suicide","H26","11.9571","9.8483","14.445","1957"
"2011","Hawaii","HI","Total","Sad or hopeless","H25","29.4772","27.4128","31.6293","4206"
"2011","Hawaii","HI","Total","Considered suicide","H26","16.1346","14.3806","18.0574","4293"
"2011","Iowa","IA","Female","Sad or hopeless","H25","28.3231","24.7706","32.1673","796"
"2011","Iowa","IA","Female","Considered suicide","H26","17.5997","14.9505","20.6046","796"
"2011","Iowa","IA","Male","Sad or hopeless","H25","17.5221","14.4964","21.024","732"
"2011","Iowa","IA","Male","Considered suicide","H26","11.8149","9.101","15.2028","732"
"2011","Iowa","IA","Total","Sad or hopeless","H25","22.7523","20.4362","25.2477","1535"
"2011","Iowa","IA","Total","Considered suicide","H26","14.5851","12.7301","16.6588","1535"
"2011","Idaho","ID","Female","Sad or hopeless","H25","33.6484","29.5522","38.0061","890"
"2011","Idaho","ID","Female","Considered suicide","H26","16.8324","14.0507","20.0364","891"
"2011","Idaho","ID","Male","Sad or hopeless","H25","21.2878","18.4965","24.3745","803"
"2011","Idaho","ID","Male","Considered suicide","H26","14.0277","11.594","16.8748","802"
"2011","Idaho","ID","Total","Sad or hopeless","H25","27.3134","24.7324","30.0561","1698"
"2011","Idaho","ID","Total","Considered suicide","H26","15.3823","13.1483","17.9175","1698"
"2011","Illinois","IL","Female","Sad or hopeless","H25","34.6548","30.7219","38.8091","1783"
"2011","Illinois","IL","Female","Considered suicide","H26","17.91","15.6852","20.374","1771"
"2011","Illinois","IL","Male","Sad or hopeless","H25","20.6905","18.6789","22.8578","1776"
"2011","Illinois","IL","Male","Considered suicide","H26","10.6469","9.0011","12.5522","1767"
"2011","Illinois","IL","Total","Sad or hopeless","H25","27.5831","25.0924","30.2213","3567"
"2011","Illinois","IL","Total","Considered suicide","H26","14.268","13.0609","15.5667","3546"
"2011","Indiana","IN","Female","Sad or hopeless","H25","34.5077","31.2453","37.923","1469"
"2011","Indiana","IN","Female","Considered suicide","H26","21.5197","17.5555","26.0956","1493"
"2011","Indiana","IN","Male","Sad or hopeless","H25","23.7163","18.9894","29.1957","1325"
"2011","Indiana","IN","Male","Considered suicide","H26","16.3285","13.0187","20.2836","1351"
"2011","Indiana","IN","Total","Sad or hopeless","H25","29.0575","26.3295","31.9455","2797"
"2011","Indiana","IN","Total","Considered suicide","H26","18.9265","15.8155","22.486","2847"
"2011","Kansas","KS","Female","Sad or hopeless","H25","26.9413","23.6008","30.5655","1004"
"2011","Kansas","KS","Female","Considered suicide","H26","13.6398","11.0826","16.6762","1006"
"2011","Kansas","KS","Male","Sad or hopeless","H25","16.9799","14.0098","20.43","860"
"2011","Kansas","KS","Male","Considered suicide","H26","10.0341","8.4621","11.8602","858"
"2011","Kansas","KS","Total","Sad or hopeless","H25","21.8627","19.1365","24.8578","1869"
"2011","Kansas","KS","Total","Considered suicide","H26","11.7834","10.29","13.4611","1867"
"2011","Kentucky","KY","Female","Sad or hopeless","H25","32.1238","28.5585","35.9105","841"
"2011","Kentucky","KY","Female","Considered suicide","H26","17.962","14.6998","21.7634","838"
"2011","Kentucky","KY","Male","Sad or hopeless","H25","22.0818","18.9674","25.5463","873"
"2011","Kentucky","KY","Male","Considered suicide","H26","11.5808","9.2522","14.4025","873"
"2011","Kentucky","KY","Total","Sad or hopeless","H25","27.0359","24.477","29.7569","1721"
"2011","Kentucky","KY","Total","Considered suicide","H26","14.8336","12.4293","17.6095","1716"
"2011","Louisiana","LA","Female","Sad or hopeless","H25","34.8713","30.8949","39.0701","632"
"2011","Louisiana","LA","Female","Considered suicide","H26","17.1167","11.0388","25.5787","635"
"2011","Louisiana","LA","Male","Sad or hopeless","H25","24.9368","19.0055","31.9881","505"
"2011","Louisiana","LA","Male","Considered suicide","H26","15.6398","11.4476","21.0031","503"
"2011","Louisiana","LA","Total","Sad or hopeless","H25","30.1058","26.5722","33.8925","1139"
"2011","Louisiana","LA","Total","Considered suicide","H26","16.4198","12.0861","21.92","1140"
"2011","Massachusetts","MA","Female","Sad or hopeless","H25","31.5366","29.1068","34.0718","1322"
"2011","Massachusetts","MA","Female","Considered suicide","H26","16.0905","14.0706","18.3385","1346"
"2011","Massachusetts","MA","Male","Sad or hopeless","H25","19.0413","16.6188","21.7249","1339"
"2011","Massachusetts","MA","Male","Considered suicide","H26","10.4902","9.07","12.1031","1359"
"2011","Massachusetts","MA","Total","Sad or hopeless","H25","25.2021","23.3247","27.177","2667"
"2011","Massachusetts","MA","Total","Considered suicide","H26","13.3309","12.0732","14.6977","2713"
