state,state_abbr,year,sex,pct_sadness,pct_sadness_lo,pct_sadness_hi,pct_suicide,pct_suicide_lo,pct_suicide_hi,n_sadness,n_suicide
Maryland,MD,2013,Female,34.22,33.3,35.15,20.05,19.31,20.81,26431,26713
Maryland,MD,2013,Male,19.74,19.06,20.43,11.57,11.06,12.11,25379,25733
Maryland,MD,2013,Total,27.03,26.34,27.73,15.96,15.45,16.48,52106,52754
Maryland,MD,2015,Female,35.03,34.19,35.87,20.7,20.09,21.34,27722,27609
Maryland,MD,2015,Male,18.69,18.14,19.26,10.88,10.43,11.35,26566,26453
Maryland,MD,2015,Total,26.85,26.27,27.43,15.86,15.42,16.3,54595,54379
Maryland,MD,2017,Female,38.74,37.93,39.56,21.82,21.19,22.47,24717,25075
Maryland,MD,2017,Male,21.04,20.42,21.68,12.44,11.86,13.04,24052,24489
Maryland,MD,2017,Total,29.92,29.32,30.53,17.29,16.79,17.81,49169,50006
Maryland,MD,2019,Female,40.6,39.3,41.8,22.7,21.8,23.5,,
Maryland,MD,2019,Male,23.5,22.2,24.8,13.0,12.2,13.8,,
Maryland,MD,2019,Total,32.0,30.9,33.1,18.0,17.3,18.7,,
Maryland,MD,2021,Female,50.8,49.4,52.1,26.7,25.8,27.6,,
Maryland,MD,2021,Male,27.3,26.2,28.5,14.0,13.1,14.9,,
Maryland,MD,2021,Total,39.2,38.3,40.2,20.6,19.9,21.3,,
Maryland,MD,2023,Female,48.8,47.6,50.0,24.6,23.6,25.7,,
Maryland,MD,2023,Male,24.3,23.3,25.3,11.4,10.7,12.1,,
Maryland,MD,2023,Total,36.3,35.5,37.2,17.9,17.3,18.7,,
Maine,ME,2011,Female,27.51,25.96,29.12,12.84,11.84,13.92,4776,4774
Maine,ME,2011,Male,16.65,15.59,17.76,9.82,8.9,10.82,4731,4703
Maine,ME,2011,Total,21.99,20.98,23.04,11.36,10.52,12.26,9641,9623
Maine,ME,2013,Female,32.71,31.22,34.23,18.52,16.94,20.22,4393,4398
Maine,ME,2013,Male,17.74,16.68,18.85,10.18,9.47,10.95,4289,4311
Maine,ME,2013,Total,25.11,24.0,26.24,14.32,13.36,15.33,8762,8789
Maine,ME,2015,Female,35.46,33.51,37.47,19.82,18.53,21.18,4717,4702
Maine,ME,2015,Male,17.78,16.64,18.97,10.53,9.3,11.89,4696,4692
Maine,ME,2015,Total,26.44,25.3,27.62,15.15,14.05,16.32,9484,9464
Maine,ME,2017,Female,36.12,33.67,38.64,17.58,15.91,19.38,4697,4684
Maine,ME,2017,Male,18.83,17.52,20.2,10.24,9.35,11.2,4571,4582
Maine,ME,2017,Total,27.35,25.78,28.98,13.9,12.88,14.99,9339,9337
Maine,ME,2019,Female,41.0,37.9,44.2,19.9,18.2,21.7,,
Maine,ME,2019,Male,22.2,20.5,23.9,11.8,10.5,13.2,,
Maine,ME,2019,Total,31.4,29.2,33.8,15.8,14.6,17.1,,
Maine,ME,2021,Female,50.0,48.0,52.0,25.8,24.5,27.2,,
Maine,ME,2021,Male,26.1,24.3,28.1,14.4,13.0,15.8,,
Maine,ME,2021,Total,37.9,36.3,39.5,20.2,19.1,21.3,,
Maine,ME,2023,Female,48.1,45.4,50.9,23.4,21.3,25.6,,
Maine,ME,2023,Male,26.2,24.5,28.0,13.6,12.2,15.1,,
Maine,ME,2023,Total,36.9,35.0,38.9,18.5,17.0,20.0,,
Michigan,MI,2011,Female,31.59,28.97,34.33,18.73,16.93,20.67,2069,2084
Michigan,MI,2011,Male,20.53,18.55,22.67,12.78,11.19,14.55,2055,2072
Michigan,MI,2011,Total,25.97,24.09,27.94,15.71,14.5,16.99,4140,4173
Michigan,MI,2013,Female,33.18,30.6,35.87,20.62,18.34,23.1,2112,2108
Michigan,MI,2013,Male,20.79,19.03,22.68,11.41,9.41,13.76,2111,2107
Michigan,MI,2013,Total,26.97,25.49,28.51,16.01,14.38,17.79,4237,4229
Michigan,MI,2015,Female,40.74,35.64,46.04,21.44,18.75,24.39,2512,2501
Michigan,MI,2015,Male,22.65,20.0,25.54,13.05,11.35,14.96,2209,2204
Michigan,MI,2015,Total,31.67,28.62,34.89,17.29,15.93,18.74,4735,4719
Michigan,MI,2017,Female,48.26,44.82,51.71,26.98,23.66,30.57,799,799
Michigan,MI,2017,Male,26.56,22.62,30.91,15.72,12.83,19.11,808,809
Michigan,MI,2017,Total,37.34,34.07,40.73,21.33,18.63,24.3,1613,1616
Michigan,MI,2019,Female,46.4,42.5,50.4,22.5,20.0,25.3,,
Michigan,MI,2019,Male,26.4,24.1,28.9,14.6,12.7,16.8,,
Michigan,MI,2019,Total,36.4,33.6,39.3,18.7,16.8,20.9,,
Michigan,MI,2021,Female,52.3,48.2,56.4,26.1,23.0,29.4,,
Michigan,MI,2021,Male,28.3,25.5,31.2,11.8,9.9,13.8,,
Michigan,MI,2021,Total,40.3,37.8,42.9,19.0,17.0,21.1,,
Michigan,MI,2023,Female,54.2,49.8,58.4,26.4,23.1,29.9,,
Michigan,MI,2023,Male,30.6,26.3,35.2,16.7,13.6,20.3,,
Michigan,MI,2023,Total,42.5,38.9,46.2,21.7,19.1,24.6,,
Missouri,MO,2013,Female,38.43,34.46,42.56,18.64,14.86,23.11,856,852
Missouri,MO,2013,Male,16.69,12.9,21.32,10.06,7.95,12.67,728,725
Missouri,MO,2013,Total,27.3,23.92,30.96,14.24,12.05,16.75,1593,1585
Missouri,MO,2015,Female,31.29,26.2,36.88,18.87,15.35,22.98,682,680
Missouri,MO,2015,Male,23.62,19.38,28.46,13.24,10.1,17.18,786,785
Missouri,MO,2015,Total,27.53,23.6,31.85,16.21,13.86,18.87,1477,1471
Missouri,MO,2017,Female,38.26,34.36,42.31,24.13,20.39,28.31,874,870
Missouri,MO,2017,Male,24.18,20.59,28.18,17.54,14.12,21.56,963,953
Missouri,MO,2017,Total,31.25,28.49,34.15,20.9,18.27,23.8,1845,1827
Missouri,MO,2019,Female,41.3,36.6,46.3,20.2,17.2,23.5,,
Missouri,MO,2019,Male,24.0,20.8,27.4,14.5,10.8,19.3,,
Missouri,MO,2019,Total,32.7,29.3,36.2,17.4,15.1,20.0,,
Missouri,MO,2021,Female,41.5,37.5,45.6,25.5,20.7,31.1,,
Missouri,MO,2021,Male,23.0,18.5,28.1,15.2,13.0,17.8,,
Missouri,MO,2021,Total,32.5,28.8,36.5,20.4,17.2,24.0,,
Missouri,MO,2023,Female,57.2,51.4,62.9,32.1,23.7,41.9,,
Missouri,MO,2023,Male,32.1,23.2,42.5,19.5,14.7,25.6,,
Missouri,MO,2023,Total,44.3,37.8,51.0,25.6,19.7,32.6,,
Mississippi,MS,2011,Female,33.97,31.32,36.72,16.03,13.56,18.85,961,962
Mississippi,MS,2011,Male,16.7,13.45,20.55,10.56,8.38,13.23,857,858
Mississippi,MS,2011,Total,25.51,23.37,27.78,13.28,11.34,15.5,1825,1827
Mississippi,MS,2013,Female,37.23,32.79,41.9,23.17,20.16,26.47,786,785
Mississippi,MS,2013,Male,18.77,14.8,23.5,10.2,7.92,13.06,794,791
Mississippi,MS,2013,Total,27.98,24.43,31.82,16.7,14.73,18.87,1583,1579
Mississippi,MS,2015,Female,38.33,35.16,41.59,20.93,18.48,23.61,1095,1091
Mississippi,MS,2015,Male,20.1,16.36,24.45,13.05,10.67,15.86,959,961
Mississippi,MS,2015,Total,29.49,26.54,32.62,16.99,15.48,18.62,2074,2070
Mississippi,MS,2019,Female,44.4,41.1,47.8,23.2,20.4,26.4,,
Mississippi,MS,2019,Male,26.6,23.1,30.3,14.1,11.4,17.3,,
Mississippi,MS,2019,Total,35.7,33.2,38.2,18.8,16.7,21.2,,
Mississippi,MS,2021,Female,52.4,48.4,56.3,27.1,24.2,30.2,,
Mississippi,MS,2021,Male,30.5,27.0,34.3,15.3,12.7,18.4,,
Mississippi,MS,2021,Total,41.8,38.8,44.8,21.6,19.9,23.4,,
Mississippi,MS,2023,Female,49.8,42.0,57.7,26.2,20.6,32.8,,
Mississippi,MS,2023,Male,33.2,26.9,40.3,13.9,8.5,21.9,,
Mississippi,MS,2023,Total,41.7,35.8,47.9,20.3,15.6,25.9,,
Montana,MT,2011,Female,30.78,28.35,33.32,17.08,15.43,18.86,2073,2084
Montana,MT,2011,Male,19.86,17.82,22.07,13.4,11.91,15.04,2016,2035
Montana,MT,2011,Total,25.24,23.44,27.13,15.25,14.1,16.48,4102,4133
Montana,MT,2013,Female,35.4,32.43,38.49,21.1,19.18,23.16,2411,2432
Montana,MT,2013,Male,17.96,16.38,19.66,12.73,11.21,14.41,2392,2416
Montana,MT,2013,Total,26.42,24.66,28.25,16.79,15.36,18.32,4822,4868
Montana,MT,2015,Female,38.76,36.17,41.42,25.49,23.43,27.67,2188,2185
Montana,MT,2015,Male,20.45,18.74,22.27,12.68,11.26,14.26,2261,2260
Montana,MT,2015,Total,29.27,27.68,30.92,18.84,17.61,20.14,4464,4460
Montana,MT,2017,Female,39.93,37.82,42.08,26.76,24.45,29.2,2330,2368
Montana,MT,2017,Male,22.77,20.57,25.13,15.36,13.57,17.33,2289,2336
Montana,MT,2017,Total,31.01,29.17,32.92,20.83,19.21,22.55,4636,4722
Montana,MT,2019,Female,46.0,43.3,48.7,28.0,25.7,30.4,,
Montana,MT,2019,Male,27.5,25.7,29.4,18.8,16.9,20.7,,
Montana,MT,2019,Total,36.7,34.9,38.6,23.4,21.8,25.1,,
Montana,MT,2021,Female,52.6,49.5,55.7,27.4,25.0,30.0,,
Montana,MT,2021,Male,30.2,27.8,32.6,15.8,14.1,17.7,,
Montana,MT,2021,Total,41.4,39.1,43.8,21.7,20.0,23.5,,
Montana,MT,2023,Female,54.8,51.6,58.0,32.0,29.1,35.1,,
Montana,MT,2023,Male,32.1,30.1,34.2,20.2,18.0,22.7,,
Montana,MT,2023,Total,43.3,41.2,45.5,26.1,24.1,28.2,,
North Carolina,NC,2011,Female,32.63,29.41,36.02,15.07,12.5,18.07,1193,1195
North Carolina,NC,2011,Male,24.03,20.72,27.69,13.54,11.02,16.53,1030,1037
North Carolina,NC,2011,Total,28.31,25.58,31.2,14.34,12.52,16.38,2229,2239
North Carolina,NC,2013,Female,38.73,34.94,42.65,21.72,18.49,25.34,934,932
North Carolina,NC,2013,Male,20.1,17.21,23.33,11.65,9.7,13.92,883,890
North Carolina,NC,2013,Total,29.28,26.87,31.8,16.65,14.96,18.49,1819,1824
North Carolina,NC,2015,Female,35.22,30.33,40.45,20.48,17.26,24.12,2992,3022
North Carolina,NC,2015,Male,17.49,14.72,20.67,10.7,8.66,13.16,2954,2996
North Carolina,NC,2015,Total,26.35,23.53,29.38,15.94,13.76,18.4,5979,6052
North Carolina,NC,2017,Female,38.94,36.6,41.33,21.16,18.78,23.74,1606,1631
North Carolina,NC,2017,Male,20.28,17.74,23.08,11.3,9.3,13.66,1449,1464
North Carolina,NC,2017,Total,29.43,27.56,31.36,16.23,14.65,17.95,3068,3109
North Carolina,NC,2019,Female,45.4,41.7,49.1,22.9,20.4,25.6,,
North Carolina,NC,2019,Male,27.4,23.3,31.9,14.6,11.3,18.8,,
North Carolina,NC,2019,Total,36.3,33.5,39.3,18.9,16.8,21.1,,
North Carolina,NC,2021,Female,55.5,49.1,61.7,30.2,26.3,34.3,,
North Carolina,NC,2021,Male,31.3,27.5,35.5,14.3,11.8,17.3,,
North Carolina,NC,2021,Total,43.4,39.8,47.1,22.3,19.2,25.7,,
North Carolina,NC,2023,Female,51.5,46.7,56.2,23.8,20.2,27.8,,
North Carolina,NC,2023,Male,26.8,23.7,30.1,12.3,9.7,15.5,,
North Carolina,NC,2023,Total,39.1,36.3,41.9,18.2,15.8,20.7,,
North Dakota,ND,2011,Female,31.24,27.84,34.86,19.36,16.31,22.83,967,969
North Dakota,ND,2011,Male,16.58,13.92,19.65,10.04,8.16,12.3,935,935
North Dakota,ND,2011,Total,23.79,21.07,26.75,14.69,12.75,16.87,1905,1907
North Dakota,ND,2013,Female,32.99,29.65,36.52,20.97,18.07,24.19,956,956
North Dakota,ND,2013,Male,18.25,15.85,20.92,11.52,9.4,14.04,1011,1014
North Dakota,ND,2013,Total,25.42,22.95,28.06,16.11,14.28,18.14,1974,1977
North Dakota,ND,2015,Female,35.21,32.12,38.42,20.44,17.6,23.61,1047,1047
North Dakota,ND,2015,Male,19.61,17.12,22.37,12.2,10.03,14.75,1068,1067
North Dakota,ND,2015,Total,27.21,25.13,29.4,16.19,14.21,18.38,2118,2117
North Dakota,ND,2017,Female,37.87,35.04,40.79,24.0,21.27,26.96,1122,1121
North Dakota,ND,2017,Male,20.39,17.79,23.27,9.7,7.76,12.05,1003,1001
North Dakota,ND,2017,Total,28.92,26.82,31.11,16.71,14.84,18.76,2135,2130
North Dakota,ND,2019,Female,40.8,36.6,45.2,25.5,21.7,29.7,,
North Dakota,ND,2019,Male,20.3,18.2,22.6,11.9,10.0,14.1,,
North Dakota,ND,2019,Total,30.5,28.2,33.0,18.8,16.6,21.2,,
North Dakota,ND,2021,Female,47.9,43.6,52.2,24.3,21.0,28.0,,
North Dakota,ND,2021,Male,24.6,20.3,29.5,13.0,10.4,16.2,,
North Dakota,ND,2021,Total,36.0,32.9,39.3,18.6,16.3,21.2,,
North Dakota,ND,2023,Female,46.4,41.6,51.3,21.0,17.3,25.2,,
North Dakota,ND,2023,Male,24.1,21.6,26.9,13.9,11.5,16.8,,
North Dakota,ND,2023,Total,35.0,32.1,38.1,17.5,14.9,20.4,,
Nebraska,NE,2011,Female,27.69,24.27,31.39,18.04,15.46,20.93,1400,1396
Nebraska,NE,2011,Male,14.47,12.67,16.48,10.76,9.05,12.75,1315,1313
Nebraska,NE,2011,Total,20.98,18.91,23.2,14.23,12.68,15.93,2723,2718
Nebraska,NE,2013,Female,27.95,24.55,31.62,16.8,14.18,19.79,882,880
Nebraska,NE,2013,Male,11.53,9.57,13.83,7.75,5.92,10.1,909,911
Nebraska,NE,2013,Total,19.53,17.47,21.76,12.1,10.62,13.76,1795,1795
Nebraska,NE,2015,Female,31.43,26.72,36.56,17.95,14.63,21.83,764,781
Nebraska,NE,2015,Male,17.07,14.15,20.46,11.3,9.2,13.8,746,766
Nebraska,NE,2015,Total,24.14,21.25,27.3,14.64,12.76,16.75,1515,1552
Nebraska,NE,2017,Female,35.16,29.8,40.92,23.04,18.71,28.03,700,695
Nebraska,NE,2017,Male,19.23,15.93,23.03,9.22,6.77,12.45,713,710
Nebraska,NE,2017,Total,26.98,23.65,30.6,16.11,13.28,19.42,1421,1413
Nebraska,NE,2019,Female,43.0,37.9,48.1,22.8,19.1,27.1,,
Nebraska,NE,2019,Male,21.1,17.1,25.7,12.7,10.0,16.0,,
Nebraska,NE,2019,Total,32.0,28.9,35.3,17.7,15.4,20.2,,
Nebraska,NE,2021,Female,48.8,39.8,57.9,25.3,19.3,32.3,,
Nebraska,NE,2021,Male,24.7,20.2,29.9,13.8,10.0,18.8,,
Nebraska,NE,2021,Total,36.4,30.9,42.3,19.2,15.0,24.2,,
Nebraska,NE,2023,Female,36.3,28.4,44.9,17.4,11.9,24.9,,
Nebraska,NE,2023,Male,18.7,13.7,24.9,10.7,6.9,16.2,,
Nebraska,NE,2023,Total,27.2,22.6,32.3,14.0,10.7,18.1,,
New Hampshire,NH,2011,Female,31.26,27.04,35.83,16.77,13.61,20.49,675,674
New Hampshire,NH,2011,Male,19.43,16.89,22.25,12.18,9.85,14.96,722,719
New Hampshire,NH,2011,Total,25.15,22.64,27.85,14.3,12.14,16.76,1407,1403
New Hampshire,NH,2013,Female,32.73,29.4,36.24,17.44,14.96,20.24,853,851
New Hampshire,NH,2013,Male,17.76,15.08,20.81,11.28,9.0,14.05,760,757
New Hampshire,NH,2013,Total,25.43,23.12,27.89,14.36,12.56,16.37,1630,1624
New Hampshire,NH,2015,Female,36.87,34.76,39.04,20.09,18.75,21.49,7156,6834
New Hampshire,NH,2015,Male,17.95,16.72,19.25,10.73,9.83,11.71,7390,7092
New Hampshire,NH,2015,Total,27.24,26.18,28.33,15.35,14.5,16.24,14777,14150
New Hampshire,NH,2017,Female,37.58,35.9,39.3,20.64,19.25,22.11,5827,5490
New Hampshire,NH,2017,Male,18.64,17.25,20.11,11.47,10.42,12.61,5956,5625
New Hampshire,NH,2017,Total,28.0,26.86,29.16,16.13,15.22,17.07,11988,11310
New Hampshire,NH,2019,Female,43.9,42.4,45.4,22.5,21.3,23.8,,
New Hampshire,NH,2019,Male,23.8,22.6,25.0,14.4,13.4,15.4,,
New Hampshire,NH,2019,Total,33.6,32.6,34.6,18.4,17.7,19.2,,
New Hampshire,NH,2021,Female,57.5,56.1,59.0,32.0,30.6,33.4,,
New Hampshire,NH,2021,Male,30.7,29.4,32.0,16.9,15.8,18.1,,
New Hampshire,NH,2021,Total,44.2,43.1,45.2,24.7,23.8,25.6,,
New Hampshire,NH,2023,Female,51.1,49.6,52.6,26.5,25.2,27.8,,
New Hampshire,NH,2023,Male,28.2,26.7,29.8,15.8,14.5,17.2,,
New Hampshire,NH,2023,Total,39.6,38.5,40.7,21.3,20.4,22.3,,
New Jersey,NJ,2011,Female,33.43,29.14,38.02,16.01,12.66,20.04,900,898
New Jersey,NJ,2011,Male,19.03,15.8,22.76,9.81,8.16,11.75,750,748
New Jersey,NJ,2011,Total,26.11,23.42,29.0,12.87,10.58,15.57,1654,1648
New Jersey,NJ,2013,Female,36.71,33.67,39.86,18.23,15.65,21.13,930,929
New Jersey,NJ,2013,Male,20.69,17.35,24.49,9.76,7.53,12.56,764,765
New Jersey,NJ,2013,Total,28.67,25.8,31.73,13.94,11.83,16.36,1697,1697
New Jersey,NJ,2019,Female,45.4,40.1,50.8,17.7,15.1,20.7,,
New Jersey,NJ,2019,Male,26.5,22.9,30.6,11.2,9.0,13.9,,
New Jersey,NJ,2019,Total,35.8,33.0,38.7,14.5,12.8,16.3,,
New Jersey,NJ,2021,Female,53.0,44.8,61.0,26.3,19.2,34.9,,
New Jersey,NJ,2021,Male,28.1,24.5,32.0,11.8,8.1,17.0,,
New Jersey,NJ,2021,Total,41.5,36.4,46.8,19.6,16.1,23.5,,
New Jersey,NJ,2023,Female,49.3,42.7,55.9,20.0,15.8,24.9,,
New Jersey,NJ,2023,Male,21.7,18.3,25.6,7.5,5.0,11.1,,
New Jersey,NJ,2023,Total,36.3,31.4,41.5,14.0,11.6,16.8,,
New Mexico,NM,2011,Female,37.26,35.17,39.4,20.76,19.0,22.64,2955,2949
New Mexico,NM,2011,Male,21.16,19.36,23.07,12.85,11.7,14.1,2900,2895
New Mexico,NM,2011,Total,29.07,27.96,30.21,16.72,15.72,17.76,5863,5852
New Mexico,NM,2013,Female,39.96,36.4,43.64,19.86,17.91,21.96,2658,2654
New Mexico,NM,2013,Male,21.42,19.24,23.77,11.64,10.64,12.73,2766,2768
New Mexico,NM,2013,Total,30.5,28.42,32.67,15.63,14.44,16.9,5432,5430
New Mexico,NM,2015,Female,42.31,39.93,44.72,21.36,19.12,23.78,4258,4258
New Mexico,NM,2015,Male,23.0,21.23,24.88,11.58,10.57,12.68,4010,4007
New Mexico,NM,2015,Total,32.54,30.8,34.33,16.45,15.07,17.93,8280,8278
New Mexico,NM,2017,Female,45.11,42.7,47.54,22.67,20.67,24.8,2910,2905
New Mexico,NM,2017,Male,26.63,24.75,28.6,13.03,11.7,14.48,2823,2824
New Mexico,NM,2017,Total,35.83,33.89,37.81,17.84,16.28,19.52,5748,5744
New Mexico,NM,2019,Female,50.7,48.0,53.4,24.8,22.3,27.5,,
New Mexico,NM,2019,Male,30.3,28.2,32.6,12.8,11.3,14.5,,
New Mexico,NM,2019,Total,40.4,38.1,42.8,18.8,16.9,20.8,,
New Mexico,NM,2021,Female,54.7,51.8,57.5,24.2,21.3,27.3,,
New Mexico,NM,2021,Male,30.7,28.6,33.0,13.0,11.1,15.2,,
New Mexico,NM,2021,Total,42.5,40.7,44.3,18.6,16.5,21.0,,
New Mexico,NM,2023,Female,47.4,43.3,51.5,19.1,16.9,21.6,,
New Mexico,NM,2023,Male,25.3,23.6,27.0,10.9,9.5,12.5,,
New Mexico,NM,2023,Total,36.2,33.9,38.6,15.1,13.6,16.6,,
Nevada,NV,2013,Female,41.28,37.85,44.78,25.65,22.49,29.09,1114,1109
Nevada,NV,2013,Male,21.33,18.46,24.5,12.36,10.15,14.97,1004,1001
Nevada,NV,2013,Total,31.08,28.47,33.82,18.85,16.87,21.01,2124,2117
Nevada,NV,2015,Female,44.2,38.7,49.86,23.85,20.94,27.02,731,736
Nevada,NV,2015,Male,21.61,19.33,24.08,10.63,7.86,14.23,701,699
Nevada,NV,2015,Total,32.7,29.96,35.55,17.25,14.83,19.97,1435,1437
Nevada,NV,2017,Female,47.29,42.81,51.81,22.05,18.61,25.91,801,798
Nevada,NV,2017,Male,24.15,20.25,28.53,11.62,9.16,14.63,839,841
Nevada,NV,2017,Total,35.5,31.58,39.64,16.71,14.39,19.33,1652,1649
Nevada,NV,2019,Female,52.2,48.4,56.0,23.6,20.2,27.5,,
Nevada,NV,2019,Male,33.3,28.4,38.5,13.3,10.7,16.4,,
Nevada,NV,2019,Total,42.5,39.4,45.7,18.4,16.2,20.7,,
Nevada,NV,2021,Female,58.1,54.0,62.0,29.6,26.2,33.2,,
Nevada,NV,2021,Male,33.2,29.2,37.4,14.2,11.7,17.2,,
Nevada,NV,2021,Total,45.6,41.9,49.3,22.1,19.7,24.7,,
Nevada,NV,2023,Female,54.6,50.4,58.7,26.8,22.8,31.3,,
Nevada,NV,2023,Male,31.1,26.6,36.0,12.6,9.8,16.1,,
Nevada,NV,2023,Total,44.1,40.2,48.0,20.9,17.6,24.6,,
New York (Excluding New York City),NY,2011,Female,31.83,28.72,35.11,15.88,14.58,17.27,6853,6893
New York (Excluding New York City),NY,2011,Male,18.13,15.68,20.86,10.02,8.1,12.34,6107,6148
New York (Excluding New York City),NY,2011,Total,24.87,23.04,26.79,12.93,12.07,13.84,12994,13075
New York (Excluding New York City),NY,2013,Female,31.42,28.31,34.72,18.0,15.55,20.74,5397,5383
New York (Excluding New York City),NY,2013,Male,16.36,14.24,18.73,9.54,7.87,11.52,5014,5007
New York (Excluding New York City),NY,2013,Total,23.76,21.52,26.15,13.71,11.98,15.64,10452,10436
New York (Excluding New York City),NY,2015,Female,35.97,33.36,38.66,19.39,16.93,22.1,5515,5496
New York (Excluding New York City),NY,2015,Male,21.04,18.74,23.54,11.8,9.7,14.29,4968,4940
New York (Excluding New York City),NY,2015,Total,28.55,26.09,31.15,15.66,13.71,17.84,10552,10498
New York (Excluding New York City),NY,2017,Female,39.03,36.55,41.56,22.14,19.58,24.92,5659,5726
New York (Excluding New York City),NY,2017,Male,22.0,19.62,24.59,12.75,10.7,15.12,5084,5178
New York (Excluding New York City),NY,2017,Total,30.39,28.52,32.33,17.41,15.38,19.64,10829,10987
New York (Excluding New York City),NY,2019,Female,44.0,39.4,48.7,21.4,18.2,25.0,,
New York (Excluding New York City),NY,2019,Male,24.7,21.2,28.6,14.6,11.4,18.6,,
New York (Excluding New York City),NY,2019,Total,34.6,30.8,38.7,18.2,15.3,21.5,,
New York (Excluding New York City),NY,2021,Female,42.1,34.6,50.0,22.0,15.9,29.7,,
New York (Excluding New York City),NY,2021,Male,19.8,16.3,23.9,13.4,10.6,16.9,,
New York (Excluding New York City),NY,2021,Total,31.4,29.4,33.4,17.8,15.3,20.6,,
New York (Excluding New York City),NY,2023,Female,43.6,31.1,57.0,23.5,18.2,29.8,,
New York (Excluding New York City),NY,2023,Male,26.0,21.8,30.7,12.9,9.3,17.4,,
New York (Excluding New York City),NY,2023,Total,36.0,28.4,44.4,18.8,14.2,24.4,,
Ohio,OH,2011,Female,33.89,27.26,41.23,18.09,14.18,22.81,708,703
Ohio,OH,2011,Male,20.19,17.51,23.17,10.7,8.33,13.64,714,710
Ohio,OH,2011,Total,27.05,22.97,31.56,14.26,11.46,17.62,1428,1419
Ohio,OH,2013,Female,35.23,31.5,39.14,18.31,15.38,21.67,783,782
Ohio,OH,2013,Male,16.74,13.82,20.13,10.48,8.43,12.95,643,638
Ohio,OH,2013,Total,25.78,23.22,28.53,14.3,12.18,16.72,1434,1428
Ohio,OH,2019,Female,43.8,37.3,50.6,19.7,16.3,23.7,,
Ohio,OH,2019,Male,22.4,17.7,27.9,11.6,9.2,14.5,,
Ohio,OH,2019,Total,33.0,27.9,38.6,15.6,13.3,18.2,,
Ohio,OH,2021,Female,56.2,46.6,65.3,31.7,26.8,37.1,,
Ohio,OH,2021,Male,30.0,24.8,35.8,12.3,8.8,17.0,,
Ohio,OH,2021,Total,42.6,38.7,46.7,21.6,17.8,25.9,,
Ohio,OH,2023,Female,45.0,38.1,52.0,24.8,19.4,31.2,,
Ohio,OH,2023,Male,25.6,17.5,35.9,11.7,7.1,18.9,,
Ohio,OH,2023,Total,35.0,30.8,39.4,18.1,14.0,23.0,,
Oklahoma,OK,2011,Female,35.72,32.25,39.33,18.66,15.67,22.07,599,599
Oklahoma,OK,2011,Male,21.24,16.54,26.85,9.83,7.64,12.56,542,541
Oklahoma,OK,2011,Total,28.62,25.49,31.97,14.26,12.65,16.04,1146,1145
Oklahoma,OK,2013,Female,35.2,31.39,39.22,20.19,16.9,23.93,732,731
Oklahoma,OK,2013,Male,19.76,16.19,23.88,11.45,9.68,13.49,739,738
Oklahoma,OK,2013,Total,27.31,24.37,30.46,15.71,13.77,17.86,1472,1470
Oklahoma,OK,2015,Female,37.93,33.28,42.82,19.87,17.18,22.87,766,765
Oklahoma,OK,2015,Male,19.74,16.97,22.84,10.2,7.38,13.93,822,821
Oklahoma,OK,2015,Total,28.86,25.79,32.14,15.05,12.85,17.56,1595,1593
Oklahoma,OK,2017,Female,43.91,39.19,48.75,27.85,23.88,32.19,825,830
Oklahoma,OK,2017,Male,20.05,16.14,24.63,10.85,8.01,14.55,799,803
Oklahoma,OK,2017,Total,31.76,27.99,35.79,19.09,15.84,22.83,1631,1640
Oklahoma,OK,2019,Female,47.8,43.7,52.0,27.9,23.9,32.3,,
Oklahoma,OK,2019,Male,29.8,26.4,33.4,16.7,13.8,20.0,,
Oklahoma,OK,2019,Total,38.6,35.5,41.7,22.2,19.8,24.7,,
Oklahoma,OK,2021,Female,57.7,53.4,61.9,31.7,27.4,36.3,,
Oklahoma,OK,2021,Male,29.8,25.4,34.7,14.8,12.2,17.8,,
Oklahoma,OK,2021,Total,43.5,40.3,46.8,23.0,20.4,25.9,,
Oklahoma,OK,2023,Female,58.8,53.9,63.6,31.6,27.2,36.4,,
Oklahoma,OK,2023,Male,30.9,26.3,35.9,14.6,11.7,18.1,,
Oklahoma,OK,2023,Total,44.9,40.6,49.3,23.3,20.2,26.7,,
Pennsylvania,PA,2015,Female,36.69,33.08,40.45,20.25,18.12,22.57,1424,1428
Pennsylvania,PA,2015,Male,19.16,16.84,21.72,11.17,9.16,13.56,1422,1430
Pennsylvania,PA,2015,Total,27.81,25.29,30.49,15.68,14.17,17.33,2852,2862
Pennsylvania,PA,2017,Female,38.57,35.26,41.99,20.63,18.39,23.07,1842,1842
Pennsylvania,PA,2017,Male,20.41,18.35,22.65,9.72,7.65,12.26,1848,1847
Pennsylvania,PA,2017,Total,29.39,27.33,31.55,15.07,13.48,16.8,3712,3712
Pennsylvania,PA,2019,Female,45.1,42.2,48.1,22.4,19.8,25.3,,
Pennsylvania,PA,2019,Male,24.3,22.0,26.8,12.1,10.2,14.4,,
Pennsylvania,PA,2019,Total,34.5,32.4,36.6,17.2,15.4,19.1,,
Pennsylvania,PA,2021,Female,59.0,53.5,64.4,30.8,26.0,36.2,,
Pennsylvania,PA,2021,Male,28.6,24.6,33.0,14.5,11.9,17.6,,
Pennsylvania,PA,2021,Total,43.7,40.1,47.5,22.7,19.6,26.2,,
