state,state_abbr,year,sex,pct_sadness,pct_sadness_lo,pct_sadness_hi,pct_suicide,pct_suicide_lo,pct_suicide_hi,n_sadness,n_suicide
Pennsylvania,PA,2023,Female,51.2,46.7,55.7,25.2,21.2,29.6,,
Pennsylvania,PA,2023,Male,26.8,23.8,30.0,11.0,8.9,13.5,,
Pennsylvania,PA,2023,Total,38.7,35.8,41.8,18.0,15.6,20.8,,
Rhode Island,RI,2011,Female,31.45,28.85,34.17,14.58,13.57,15.66,1997,2001
Rhode Island,RI,2011,Male,17.57,15.7,19.62,10.05,8.63,11.67,1915,1915
Rhode Island,RI,2011,Total,24.61,22.83,26.48,12.31,11.36,13.33,3929,3934
Rhode Island,RI,2013,Female,34.99,30.75,39.47,18.33,14.56,22.82,1273,1268
Rhode Island,RI,2013,Male,16.5,14.01,19.33,9.52,7.46,12.07,1136,1139
Rhode Island,RI,2013,Total,25.75,23.7,27.91,13.94,11.38,16.96,2420,2416
Rhode Island,RI,2015,Female,35.81,33.88,37.79,19.31,17.2,21.62,1739,1730
Rhode Island,RI,2015,Male,17.21,14.77,19.97,8.92,7.3,10.87,1666,1668
Rhode Island,RI,2015,Total,26.35,24.3,28.51,14.06,12.37,15.95,3418,3410
Rhode Island,RI,2017,Female,37.98,33.34,42.85,19.65,16.1,23.75,1107,1104
Rhode Island,RI,2017,Male,20.75,17.24,24.76,11.65,9.48,14.25,1055,1046
Rhode Island,RI,2017,Total,29.38,26.86,32.04,15.87,14.1,17.82,2185,2173
Rhode Island,RI,2019,Female,40.6,36.8,44.6,15.7,13.9,17.7,,
Rhode Island,RI,2019,Male,23.9,20.2,28.1,10.7,8.7,13.1,,
Rhode Island,RI,2019,Total,32.3,28.9,35.9,13.3,11.5,15.4,,
Rhode Island,RI,2021,Female,51.7,46.6,56.7,24.1,20.4,28.4,,
Rhode Island,RI,2021,Male,25.1,21.6,29.1,10.6,8.5,13.3,,
Rhode Island,RI,2021,Total,37.8,34.2,41.5,17.1,14.7,19.7,,
Rhode Island,RI,2023,Female,46.7,41.4,52.2,20.2,16.7,24.2,,
Rhode Island,RI,2023,Male,22.9,18.9,27.4,10.1,8.1,12.6,,
Rhode Island,RI,2023,Total,35.9,31.1,41.1,15.7,13.3,18.4,,
South Carolina,SC,2011,Female,38.14,32.02,44.67,19.92,15.94,24.6,682,682
South Carolina,SC,2011,Male,22.77,17.68,28.82,10.89,8.69,13.56,781,786
South Carolina,SC,2011,Total,30.48,25.75,35.65,15.47,12.82,18.55,1467,1472
South Carolina,SC,2013,Female,33.76,29.15,38.7,17.44,13.75,21.86,831,830
South Carolina,SC,2013,Male,19.68,16.74,22.98,9.12,7.42,11.15,753,748
South Carolina,SC,2013,Total,26.64,23.63,29.88,13.19,11.26,15.4,1590,1582
South Carolina,SC,2015,Female,39.55,33.74,45.67,21.32,16.91,26.51,692,686
South Carolina,SC,2015,Male,20.42,17.47,23.71,13.32,10.32,17.02,648,641
South Carolina,SC,2015,Total,29.88,26.14,33.92,17.27,14.19,20.86,1341,1328
South Carolina,SC,2017,Female,43.03,38.25,47.95,24.07,20.12,28.51,714,724
South Carolina,SC,2017,Male,22.7,17.88,28.36,13.77,9.78,19.03,609,629
South Carolina,SC,2017,Total,33.24,29.41,37.3,19.16,16.13,22.6,1337,1364
South Carolina,SC,2019,Female,48.0,44.0,52.0,22.9,18.8,27.5,,
South Carolina,SC,2019,Male,29.6,24.9,34.8,16.6,13.9,19.7,,
South Carolina,SC,2019,Total,39.0,35.2,42.9,19.9,17.3,22.8,,
South Carolina,SC,2021,Female,51.2,44.5,58.0,,,,,
South Carolina,SC,2021,Male,30.9,26.6,35.7,,,,,
South Carolina,SC,2021,Total,41.1,36.7,45.6,,,,,
South Dakota,SD,2011,Female,,,,22.28,17.11,28.47,,808
South Dakota,SD,2011,Male,,,,13.55,10.32,17.59,,714
South Dakota,SD,2011,Total,,,,17.84,13.86,22.65,,1524
South Dakota,SD,2013,Female,27.43,22.88,32.5,20.25,16.05,25.22,642,644
South Dakota,SD,2013,Male,16.43,13.72,19.55,11.86,9.18,15.18,656,656
South Dakota,SD,2013,Total,22.0,19.19,25.08,15.99,13.03,19.47,1300,1302
South Dakota,SD,2015,Female,34.66,27.63,42.44,23.26,17.62,30.03,667,665
South Dakota,SD,2015,Male,16.52,12.64,21.3,9.27,6.44,13.17,630,628
South Dakota,SD,2015,Total,25.4,21.0,30.37,16.11,12.38,20.71,1297,1293
South Dakota,SD,2019,Female,45.3,40.7,50.0,27.3,24.0,30.9,,
South Dakota,SD,2019,Male,26.5,21.8,31.8,19.0,15.1,23.7,,
South Dakota,SD,2019,Total,35.7,31.5,40.1,23.1,20.2,26.4,,
South Dakota,SD,2021,Female,50.5,44.6,56.4,27.8,24.5,31.4,,
South Dakota,SD,2021,Male,27.4,19.6,36.8,15.5,12.4,19.1,,
South Dakota,SD,2021,Total,38.7,31.3,46.6,21.5,18.5,24.9,,
South Dakota,SD,2023,Female,42.9,40.6,45.3,22.2,19.5,25.1,,
South Dakota,SD,2023,Male,21.3,17.7,25.3,12.1,9.7,15.0,,
South Dakota,SD,2023,Total,32.0,29.6,34.4,17.1,15.1,19.4,,
Tennessee,TN,2011,Female,32.81,29.83,35.93,17.85,15.0,21.1,1353,1355
Tennessee,TN,2011,Male,19.32,16.82,22.09,11.45,9.82,13.3,1267,1267
Tennessee,TN,2011,Total,25.86,23.84,27.99,14.65,13.12,16.33,2625,2627
Tennessee,TN,2013,Female,34.4,30.83,38.17,19.06,15.92,22.66,975,977
Tennessee,TN,2013,Male,22.48,19.69,25.55,11.64,9.94,13.59,893,892
Tennessee,TN,2013,Total,28.31,25.91,30.84,15.24,13.29,17.41,1874,1876
Tennessee,TN,2015,Female,38.0,34.62,41.51,21.67,19.03,24.56,2082,2123
Tennessee,TN,2015,Male,18.51,16.82,20.33,10.6,9.25,12.11,1908,1954
Tennessee,TN,2015,Total,27.99,25.96,30.12,15.97,14.5,17.56,4006,4092
Tennessee,TN,2017,Female,40.09,36.07,44.25,22.67,19.49,26.2,1056,1050
Tennessee,TN,2017,Male,21.88,19.21,24.81,10.2,8.42,12.31,954,952
Tennessee,TN,2017,Total,31.07,28.03,34.28,16.47,14.25,18.97,2023,2015
Tennessee,TN,2019,Female,47.1,43.0,51.3,24.4,21.8,27.3,,
Tennessee,TN,2019,Male,27.9,23.4,32.8,13.7,10.0,18.5,,
Tennessee,TN,2019,Total,37.5,33.8,41.5,19.2,16.4,22.3,,
Tennessee,TN,2021,Female,53.6,49.6,57.6,28.2,24.3,32.5,,
Tennessee,TN,2021,Male,30.7,27.3,34.4,17.0,13.3,21.4,,
Tennessee,TN,2021,Total,42.2,39.4,45.1,22.8,19.7,26.2,,
Tennessee,TN,2023,Female,55.1,47.8,62.1,29.7,23.1,37.2,,
Tennessee,TN,2023,Male,30.4,26.8,34.3,18.3,14.8,22.3,,
Tennessee,TN,2023,Total,42.7,38.3,47.2,24.1,20.4,28.2,,
Texas,TX,2011,Female,36.85,34.65,39.12,19.85,18.1,21.71,2060,2080
Texas,TX,2011,Male,21.98,20.34,23.71,11.82,10.19,13.68,2069,2089
Texas,TX,2011,Total,29.24,27.76,30.77,15.78,14.57,17.07,4140,4181
Texas,TX,2013,Female,36.78,32.93,40.8,21.08,18.72,23.66,1579,1589
Texas,TX,2013,Male,20.18,18.3,22.19,12.45,10.56,14.61,1552,1567
Texas,TX,2013,Total,28.32,25.97,30.8,16.68,15.14,18.35,3131,3156
Texas,TX,2017,Female,43.75,39.85,47.72,21.74,18.56,25.29,1114,1112
Texas,TX,2017,Male,24.74,20.94,28.97,13.27,10.67,16.39,966,958
Texas,TX,2017,Total,34.18,31.43,37.05,17.56,15.37,19.99,2092,2081
Texas,TX,2019,Female,48.6,44.4,52.8,25.3,22.0,28.9,,
Texas,TX,2019,Male,28.3,25.3,31.4,12.6,10.4,15.1,,
Texas,TX,2019,Total,38.3,35.4,41.3,18.9,16.6,21.4,,
Texas,TX,2021,Female,57.2,50.8,63.5,28.2,23.8,32.9,,
Texas,TX,2021,Male,32.1,27.9,36.5,15.3,12.3,18.9,,
Texas,TX,2021,Total,44.6,39.3,50.0,21.7,18.2,25.7,,
Texas,TX,2023,Female,56.4,49.0,63.5,28.8,23.9,34.2,,
Texas,TX,2023,Male,29.0,25.5,32.7,13.4,10.3,17.4,,
Texas,TX,2023,Total,42.4,37.2,47.8,21.1,17.2,25.6,,
United States,US,2011,Female,35.92,34.13,37.76,19.28,18.22,20.37,7640,7659
United States,US,2011,Male,21.47,19.92,23.1,12.52,11.61,13.49,7572,7578
United States,US,2011,Total,28.46,27.21,29.74,15.79,15.07,16.54,15269,15293
United States,US,2013,Female,39.05,36.75,41.4,22.37,20.81,24.01,6588,6586
United States,US,2013,Male,20.8,19.38,22.29,11.58,10.34,12.94,6896,6894
United States,US,2013,Total,29.92,28.31,31.58,16.97,15.84,18.16,13495,13491
United States,US,2015,Female,39.77,36.46,43.18,23.41,21.51,25.43,7688,7674
United States,US,2015,Male,20.32,18.93,21.79,12.22,11.18,13.34,7659,7656
United States,US,2015,Total,29.87,28.04,31.77,17.74,16.7,18.83,15455,15434
United States,US,2017,Female,41.09,37.45,44.83,22.11,19.97,24.42,7424,7440
United States,US,2017,Male,21.4,19.66,23.24,11.94,10.93,13.03,6992,6997
United States,US,2017,Total,31.47,29.57,33.44,17.2,16.17,18.28,14527,14553
United States,US,2019,Female,46.6,44.4,48.9,24.1,22.3,26.0,,
United States,US,2019,Male,26.8,25.2,28.4,13.3,12.2,14.5,,
United States,US,2019,Total,36.7,35.1,38.3,18.8,17.6,20.0,,
United States,US,2021,Female,56.6,54.6,58.5,30.0,28.5,31.4,,
United States,US,2021,Male,28.6,27.1,30.0,14.3,13.3,15.4,,
United States,US,2021,Total,42.3,41.0,43.7,22.2,21.1,23.3,,
United States,US,2023,Female,52.6,50.1,55.0,27.1,24.7,29.6,,
United States,US,2023,Male,27.7,25.9,29.6,14.1,12.4,15.9,,
United States,US,2023,Total,39.7,37.7,41.7,20.4,18.7,22.3,,
Utah,UT,2011,Female,33.23,28.45,38.38,16.44,13.55,19.81,805,812
Utah,UT,2011,Male,20.38,16.8,24.5,11.75,9.48,14.48,879,888
Utah,UT,2011,Total,26.69,23.58,30.04,14.25,12.3,16.45,1687,1721
Utah,UT,2013,Female,31.97,27.5,36.8,17.39,14.56,20.63,1137,1146
Utah,UT,2013,Male,19.73,17.26,22.45,13.54,11.64,15.7,1013,1029
Utah,UT,2013,Total,25.67,22.76,28.81,15.46,13.76,17.33,2157,2183
Utah,UT,2017,Female,42.53,36.93,48.34,28.53,22.47,35.48,921,920
Utah,UT,2017,Male,23.97,20.97,27.25,14.89,12.44,17.74,904,904
Utah,UT,2017,Total,32.98,29.34,36.83,21.62,17.8,26.01,1838,1835
Utah,UT,2019,Female,45.7,40.7,50.7,26.6,22.6,30.9,,
Utah,UT,2019,Male,28.1,23.3,33.4,18.2,15.3,21.4,,
Utah,UT,2019,Total,36.7,33.2,40.4,22.3,19.9,24.9,,
Utah,UT,2021,Female,52.7,48.4,57.0,27.7,24.0,31.7,,
Utah,UT,2021,Male,30.6,26.2,35.4,16.9,14.1,20.3,,
Utah,UT,2021,Total,41.5,38.6,44.6,22.5,20.0,25.1,,
Utah,UT,2023,Female,47.2,39.1,55.4,31.0,24.2,38.7,,
Utah,UT,2023,Male,26.6,21.6,32.3,14.8,11.8,18.5,,
Utah,UT,2023,Total,37.0,31.4,43.0,22.9,18.7,27.6,,
Virginia,VA,2011,Female,33.89,29.81,38.24,21.86,18.46,25.7,712,722
Virginia,VA,2011,Male,17.3,13.3,22.21,12.02,9.08,15.75,697,705
Virginia,VA,2011,Total,25.53,21.99,29.43,16.94,14.28,19.98,1412,1432
Virginia,VA,2013,Female,33.78,31.84,35.77,19.19,17.61,20.88,3474,3455
Virginia,VA,2013,Male,17.61,16.05,19.29,10.43,9.32,11.66,3356,3347
Virginia,VA,2013,Total,25.66,24.31,27.06,14.75,13.77,15.78,6854,6826
Virginia,VA,2015,Female,37.09,34.55,39.71,18.6,16.35,21.09,2563,2551
Virginia,VA,2015,Male,17.28,15.27,19.5,9.59,8.13,11.29,2562,2563
Virginia,VA,2015,Total,26.91,25.14,28.76,13.97,12.58,15.49,5155,5144
Virginia,VA,2017,Female,38.89,36.12,41.72,21.1,19.38,22.94,1864,1871
Virginia,VA,2017,Male,20.56,18.11,23.25,10.21,8.69,11.96,1759,1761
Virginia,VA,2017,Total,29.52,27.72,31.39,15.67,14.44,16.98,3643,3651
Virginia,VA,2019,Female,41.7,39.0,44.4,21.0,18.2,24.1,,
Virginia,VA,2019,Male,24.0,21.8,26.3,11.4,9.5,13.7,,
Virginia,VA,2019,Total,32.4,30.5,34.4,16.0,14.2,18.0,,
Virginia,VA,2021,Female,49.9,46.1,53.7,27.7,24.2,31.4,,
Virginia,VA,2021,Male,26.3,23.0,29.8,13.3,10.9,16.1,,
Virginia,VA,2021,Total,38.2,35.2,41.2,20.5,18.1,23.1,,
Virginia,VA,2023,Female,46.6,39.8,53.5,23.5,18.8,28.9,,
Virginia,VA,2023,Male,20.9,17.5,24.7,9.9,6.9,14.0,,
Virginia,VA,2023,Total,33.4,29.0,38.1,16.5,13.1,20.6,,
Vermont,VT,2011,Female,24.63,21.26,28.33,,,,4158,
Vermont,VT,2011,Male,14.03,12.08,16.24,,,,4266,
Vermont,VT,2011,Total,19.24,16.76,21.99,,,,8537,
Vermont,VT,2013,Female,31.49,29.24,33.84,,,,3232,
Vermont,VT,2013,Male,15.42,13.9,17.07,,,,3241,
Vermont,VT,2013,Total,23.23,21.72,24.8,,,,6541,
Vermont,VT,2015,Female,33.55,32.64,34.47,,,,10207,
Vermont,VT,2015,Male,15.41,14.72,16.12,,,,10442,
Vermont,VT,2015,Total,24.38,23.81,24.97,,,,20932,
Vermont,VT,2017,Female,34.79,33.86,35.74,,,,9958,
Vermont,VT,2017,Male,16.17,15.47,16.9,,,,10289,
Vermont,VT,2017,Total,25.36,24.77,25.97,,,,20571,
Vermont,VT,2019,Female,40.3,39.3,41.4,,,,,
Vermont,VT,2019,Male,22.0,21.2,22.9,,,,,
Vermont,VT,2019,Total,30.9,30.2,31.6,,,,,
Vermont,VT,2021,Female,40.5,39.5,41.6,,,,,
Vermont,VT,2021,Male,18.7,17.9,19.6,,,,,
Vermont,VT,2021,Total,29.6,28.9,30.3,,,,,
Vermont,VT,2023,Female,39.2,38.1,40.4,,,,,
Vermont,VT,2023,Male,19.5,18.5,20.4,,,,,
Vermont,VT,2023,Total,29.3,28.5,30.1,,,,,
Wisconsin,WI,2011,Female,30.11,26.72,33.73,17.0,14.64,19.64,1510,1514
Wisconsin,WI,2011,Male,15.54,13.12,18.31,10.04,8.1,12.39,1498,1506
Wisconsin,WI,2011,Total,22.68,20.5,25.03,13.45,11.76,15.35,3013,3025
Wisconsin,WI,2013,Female,32.94,29.19,36.91,16.2,13.79,18.95,1431,1432
Wisconsin,WI,2013,Male,16.55,14.07,19.38,10.18,7.85,13.1,1388,1389
Wisconsin,WI,2013,Total,24.61,21.83,27.61,13.16,11.2,15.4,2826,2828
Wisconsin,WI,2017,Female,38.07,33.87,42.46,22.43,19.37,25.82,1014,1015
Wisconsin,WI,2017,Male,16.22,13.11,19.9,10.32,8.11,13.05,1003,1010
Wisconsin,WI,2017,Total,26.99,23.92,30.3,16.41,14.41,18.64,2031,2039
Wisconsin,WI,2019,Female,37.1,33.4,40.8,20.1,17.2,23.5,,
Wisconsin,WI,2019,Male,20.4,18.8,22.2,11.5,9.3,14.1,,
Wisconsin,WI,2019,Total,28.5,26.5,30.5,15.7,13.6,18.2,,
Wisconsin,WI,2021,Female,46.1,41.9,50.4,24.6,19.9,30.0,,
Wisconsin,WI,2021,Male,21.7,19.4,24.1,11.7,9.2,14.7,,
Wisconsin,WI,2021,Total,33.7,30.9,36.6,18.1,15.3,21.2,,
Wisconsin,WI,2023,Female,45.0,41.3,48.7,23.6,19.8,27.8,,
Wisconsin,WI,2023,Male,24.9,20.3,30.1,13.5,9.9,18.1,,
Wisconsin,WI,2023,Total,35.0,31.8,38.3,18.6,16.1,21.3,,
West Virginia,WV,2011,Female,32.65,28.19,37.44,16.73,13.21,20.97,1091,1090
West Virginia,WV,2011,Male,16.78,13.9,20.11,9.59,7.66,11.95,1060,1062
West Virginia,WV,2011,Total,24.49,21.59,27.64,13.04,10.88,15.57,2161,2163
West Virginia,WV,2013,Female,35.33,31.64,39.2,20.48,16.95,24.52,949,947
West Virginia,WV,2013,Male,19.96,16.54,23.87,10.23,7.83,13.25,834,834
West Virginia,WV,2013,Total,27.54,24.95,30.28,15.38,12.99,18.11,1790,1788
West Virginia,WV,2015,Female,43.81,38.79,48.95,22.78,18.51,27.69,814,813
West Virginia,WV,2015,Male,22.38,18.53,26.77,14.79,12.85,16.97,788,787
West Virginia,WV,2015,Total,32.89,29.52,36.44,18.7,16.3,21.36,1608,1606
West Virginia,WV,2017,Female,39.23,34.94,43.7,20.67,17.51,24.24,745,762
West Virginia,WV,2017,Male,24.23,20.68,28.18,15.39,12.42,18.93,758,769
West Virginia,WV,2017,Total,32.0,28.58,35.62,18.46,15.55,21.77,1514,1546
West Virginia,WV,2019,Female,43.6,39.5,47.8,25.2,22.9,27.7,,
West Virginia,WV,2019,Male,29.5,26.5,32.6,16.6,13.8,20.0,,
West Virginia,WV,2019,Total,36.4,34.5,38.3,20.9,19.2,22.7,,
West Virginia,WV,2021,Female,63.6,53.3,72.8,37.9,31.2,45.2,,
West Virginia,WV,2021,Male,32.0,26.0,38.6,18.3,13.2,24.8,,
West Virginia,WV,2021,Total,47.5,41.1,54.0,27.8,23.5,32.7,,
West Virginia,WV,2023,Female,60.8,53.5,67.7,35.1,30.1,40.4,,
West Virginia,WV,2023,Male,29.7,25.0,34.9,15.8,11.8,20.8,,
West Virginia,WV,2023,Total,43.8,38.6,49.0,24.8,21.3,28.7,,
Wyoming,WY,2011,Female,30.01,27.35,32.82,20.19,17.93,22.65,1260,1269
Wyoming,WY,2011,Male,21.09,18.68,23.72,14.66,12.61,16.98,1197,1219
Wyoming,WY,2011,Total,25.5,23.66,27.43,17.43,15.89,19.09,2470,2502
Wyoming,WY,2013,Female,34.68,31.81,37.66,21.39,19.1,23.87,1554,1554
Wyoming,WY,2013,Male,19.9,17.87,22.1,11.98,10.26,13.95,1441,1438
Wyoming,WY,2013,Total,27.22,25.26,29.28,16.65,15.13,18.3,3008,3004
Wyoming,WY,2015,Female,39.06,35.33,42.92,24.68,21.32,28.38,1199,1197
Wyoming,WY,2015,Male,22.76,19.9,25.89,15.86,13.25,18.86,1198,1198
Wyoming,WY,2015,Total,30.79,28.26,33.44,20.3,18.09,22.71,2409,2406
