state,state_fips,year,broadband_penetration_pct,broadband_source,ntia_internet_at_home_pct,ntia_dataset,pct_urban
Virginia,51,2022,91.03,ACS_B28002,,,75.67
Virginia,51,2023,92.23,ACS_B28002,86.06,Nov 2023,75.68
Washington,53,2011,81.94,NTIA_CPS_Jul 2011,81.94,Jul 2011,83.98
Washington,53,2012,80.22,NTIA_CPS_Oct 2012,80.22,Oct 2012,83.91
Washington,53,2013,79.99,ACS_B28002,83.91,Jul 2013,83.85
Washington,53,2014,82.6,ACS_B28002,,,83.78
Washington,53,2015,84.42,ACS_B28002,78.34,Jul 2015,83.71
Washington,53,2016,87.86,ACS_B28002,,,83.64
Washington,53,2017,89.43,ACS_B28002,84.74,Nov 2017,83.57
Washington,53,2018,90.22,ACS_B28002,,,83.51
Washington,53,2019,91.39,ACS_B28002,80.81,Nov 2019,83.44
Washington,53,2021,93.62,ACS_B28002,83.49,Nov 2021,83.3
Washington,53,2022,93.66,ACS_B28002,,,83.23
Washington,53,2023,94.26,ACS_B28002,86.27,Nov 2023,83.17
West Virginia,54,2011,62.27,NTIA_CPS_Jul 2011,62.27,Jul 2011,48.31
West Virginia,54,2012,63.62,NTIA_CPS_Oct 2012,63.62,Oct 2012,47.91
West Virginia,54,2013,66.16,ACS_B28002,68.23,Jul 2013,47.5
West Virginia,54,2014,67.02,ACS_B28002,,,47.09
West Virginia,54,2015,70.31,ACS_B28002,68.17,Jul 2015,46.69
West Virginia,54,2016,74.62,ACS_B28002,,,46.28
West Virginia,54,2017,76.31,ACS_B28002,71.45,Nov 2017,45.87
West Virginia,54,2018,79.31,ACS_B28002,,,45.46
West Virginia,54,2019,81.43,ACS_B28002,75.75,Nov 2019,45.06
West Virginia,54,2021,85.21,ACS_B28002,79.79,Nov 2021,44.24
West Virginia,54,2022,86.68,ACS_B28002,,,43.84
West Virginia,54,2023,87.07,ACS_B28002,81.73,Nov 2023,43.43
Wisconsin,55,2011,74.57,NTIA_CPS_Jul 2011,74.57,Jul 2011,69.84
Wisconsin,55,2012,74.31,NTIA_CPS_Oct 2012,74.31,Oct 2012,69.54
Wisconsin,55,2013,74.44,ACS_B28002,72.14,Jul 2013,69.23
Wisconsin,55,2014,76.38,ACS_B28002,,,68.92
Wisconsin,55,2015,77.65,ACS_B28002,81.51,Jul 2015,68.62
Wisconsin,55,2016,82.07,ACS_B28002,,,68.31
Wisconsin,55,2017,83.94,ACS_B28002,82.76,Nov 2017,68.0
Wisconsin,55,2018,84.96,ACS_B28002,,,67.69
Wisconsin,55,2019,86.48,ACS_B28002,79.63,Nov 2019,67.39
Wisconsin,55,2021,89.95,ACS_B28002,86.32,Nov 2021,66.77
Wisconsin,55,2022,90.87,ACS_B28002,,,66.47
Wisconsin,55,2023,91.82,ACS_B28002,89.76,Nov 2023,66.16
Wyoming,56,2011,74.12,NTIA_CPS_Jul 2011,74.12,Jul 2011,64.49
Wyoming,56,2012,76.11,NTIA_CPS_Oct 2012,76.11,Oct 2012,64.21
Wyoming,56,2013,76.65,ACS_B28002,77.86,Jul 2013,63.94
Wyoming,56,2014,76.89,ACS_B28002,,,63.66
Wyoming,56,2015,78.74,ACS_B28002,75.56,Jul 2015,63.39
Wyoming,56,2016,83.82,ACS_B28002,,,63.12
Wyoming,56,2017,83.97,ACS_B28002,80.93,Nov 2017,62.84
Wyoming,56,2018,85.94,ACS_B28002,,,62.57
Wyoming,56,2019,88.1,ACS_B28002,76.17,Nov 2019,62.29
Wyoming,56,2021,90.39,ACS_B28002,79.02,Nov 2021,61.75
Wyoming,56,2022,89.87,ACS_B28002,,,61.47
Wyoming,56,2023,90.81,ACS_B28002,88.03,Nov 2023,61.2
