Pe_start,M,K_eff,F,c_function
1,84,1.10324675,-0.05044768,0.0
1,85,1.10324675,-0.05044768,0.0
1,86,1.10324675,-0.05044768,0.0
1,87,1.10324675,-0.05044768,0.0
1,88,1.10324675,-0.05044768,0.0
1,89,1.10324675,-0.05044768,0.0
1,90,1.10324675,-0.05044768,0.0
1,91,1.10324675,-0.05044768,0.0
1,92,1.10324675,-0.05044768,0.0
1,93,1.10324675,-0.05044768,0.0
1,94,1.10324675,-0.05044768,0.0
1,95,1.10324675,-0.05044768,0.0
1,96,1.10324675,-0.05044768,0.0
1,97,1.10324675,-0.05044768,0.0
1,98,1.10324675,-0.05044768,0.0
1,99,1.10324675,-0.05044768,0.0
1,100,1.10324675,-0.05044768,0.0
1,101,1.10324675,-0.05044768,0.0
1,102,1.10324675,-0.05044768,0.0
1,103,1.10324675,-0.05044768,0.0
1,104,1.10324675,-0.05044768,0.0
1,105,1.10324675,-0.05044768,0.0
1,106,1.10324675,-0.05044768,0.0
1,107,1.10324675,-0.05044768,0.0
1,108,1.10324675,-0.05044768,0.0
1,109,1.10324675,-0.05044768,0.0
1,110,1.10324675,-0.05044768,0.0
1,111,1.10324675,-0.05044768,0.0
1,112,1.10324675,-0.05044768,0.0
1,113,1.10324675,-0.05044768,0.0
1,114,1.10324675,-0.05044768,0.0
1,115,1.10324675,-0.05044768,0.0
1,116,1.10324675,-0.05044768,0.0
1,117,1.10324675,-0.05044768,0.0
1,118,1.10324675,-0.05044768,0.0
1,119,1.10324675,-0.05044768,0.0
1,120,1.10324675,-0.05044768,0.0
1,121,1.10324675,-0.05044768,0.0
1,122,1.10324675,-0.05044768,0.0
1,123,1.10324675,-0.05044768,0.0
1,124,1.10324675,-0.05044768,0.0
1,125,1.10324675,-0.05044768,0.0
1,126,1.10324675,-0.05044768,0.0
1,127,1.10324675,-0.05044768,0.0
1,128,1.10324675,-0.05044768,0.0
1,129,1.10324675,-0.05044768,0.0
1,130,1.10324675,-0.05044768,0.0
1,131,1.10324675,-0.05044768,0.0
1,132,1.10324675,-0.05044768,0.0
1,133,1.10324675,-0.05044768,0.0
1,134,1.10324675,-0.05044768,0.0
1,135,1.10324675,-0.05044768,0.0
1,136,1.10324675,-0.05044768,0.0
1,137,1.10324675,-0.05044768,0.0
1,138,1.10324675,-0.05044768,0.0
1,139,1.10324675,-0.05044768,0.0
1,140,1.10324675,-0.05044768,0.0
1,141,1.10324675,-0.05044768,0.0
1,142,1.10324675,-0.05044768,0.0
1,143,1.10324675,-0.05044768,0.0
1,144,1.10324675,-0.05044768,0.0
1,145,1.10324675,-0.05044768,0.0
1,146,1.10324675,-0.05044768,0.0
1,147,1.10324675,-0.05044768,0.0
1,148,1.10324675,-0.05044768,0.0
1,149,1.10324675,-0.05044768,0.0
1,150,1.10324675,-0.05044768,0.0
1,151,1.10324675,-0.05044768,0.0
1,152,1.10324675,-0.05044768,0.0
1,153,1.10324675,-0.05044768,0.0
1,154,1.10324675,-0.05044768,0.0
1,155,1.10324675,-0.05044768,0.0
1,156,1.10324675,-0.05044768,0.0
1,157,1.10324675,-0.05044768,0.0
1,158,1.10324675,-0.05044768,0.0
1,159,1.10324675,-0.05044768,0.0
1,160,1.10324675,-0.05044768,0.0
1,161,1.10324675,-0.05044768,0.0
1,162,1.10324675,-0.05044768,0.0
1,163,1.10324675,-0.05044768,0.0
1,164,1.10324675,-0.05044768,0.0
1,165,1.10324675,-0.05044768,0.0
1,166,1.10324675,-0.05044768,0.0
1,167,1.10324675,-0.05044768,0.0
1,168,1.10324675,-0.05044768,0.0
1,169,1.10324675,-0.05044768,0.0
1,170,1.10324675,-0.05044768,0.0
1,171,1.10324675,-0.05044768,0.0
1,172,1.10324675,-0.05044768,0.0
1,173,1.10324675,-0.05044768,0.0
1,174,1.10324675,-0.05044768,0.0
1,175,1.10324675,-0.05044768,0.0
1,176,1.10324675,-0.05044768,0.0
1,177,1.10324675,-0.05044768,0.0
1,178,1.10324675,-0.05044768,0.0
